,target,output,question
138,yes,no,Jeff gave the apple.
139,no,no,Fred gave the apple.
140,yes,no,Bill gave the milk to Fred.
141,no,no,Jeff gave the milk to Fred.
142,yes,no,Jeff gave the football to Bill.
143,no,no,Jeff gave the football to Jeff.
144,yes,no,Fred gave the milk.
145,no,no,Jeff gave the milk.
146,yes,no,Mary gave the apple to Bill.
147,no,no,Mary gave the football to Bill.
148,yes,no,Jeff received the milk.
149,no,no,Fred received the milk.
150,yes,no,Fred gave the milk to Bill.
151,no,no,Fred gave the milk to Mary.
152,yes,no,Bill gave the apple.
153,no,no,Mary gave the apple.
154,yes,no,Jeff gave the apple.
155,no,no,Fred gave the apple.
156,yes,no,Fred received the football.
157,no,no,Mary received the football.
158,yes,no,Mary gave the football to Fred.
159,no,no,Mary gave the milk to Fred.
160,yes,no,Jeff gave the apple to Mary.
161,no,no,Jeff gave the apple to Fred.
162,yes,no,Jeff gave the football to Mary.
163,no,no,Jeff gave the apple to Mary.
164,yes,no,Mary received the milk.
165,no,no,Fred received the milk.
166,yes,no,Mary gave the milk to Fred.
167,no,no,Mary gave the football to Fred.
168,yes,no,Mary gave the milk.
169,no,no,Fred gave the milk.
170,yes,no,Bill gave the milk to Mary.
171,no,no,Jeff gave the milk to Mary.
172,yes,no,Mary received the football.
173,no,no,Fred received the football.
174,yes,no,Fred gave the apple.
175,no,no,Mary gave the apple.
176,yes,no,Fred gave the milk to Bill.
177,no,no,Fred gave the football to Bill.
178,yes,no,Bill gave the milk to Fred.
179,no,no,Bill gave the milk to Mary.
180,yes,no,Jeff gave the apple.
181,no,no,Mary gave the apple.
182,yes,no,Bill gave the apple to Fred.
183,no,no,Bill gave the apple to Bill.
184,yes,no,Bill gave the football to Jeff.
185,no,no,Mary gave the football to Jeff.
186,yes,no,Jeff gave the apple to Bill.
187,no,no,Jeff gave the apple to Fred.
188,yes,no,Mary gave the milk to Bill.
189,no,no,Mary gave the football to Bill.
190,yes,no,Bill gave the milk to Mary.
191,no,no,Bill gave the milk to Bill.
192,yes,no,Mary gave the milk to Jeff.
193,no,no,Bill gave the milk to Jeff.
194,yes,no,Fred gave the milk.
195,no,no,Jeff gave the milk.
196,yes,no,Bill received the milk.
197,no,no,Jeff received the milk.
198,yes,no,Fred gave the football.
199,no,no,Bill gave the football.
