,target,output,question
45,no,no,The milk before the office was in the kitchen.
46,yes,no,The apple before the bedroom was in the hallway.
47,no,no,The apple before the bedroom was in the garden.
48,yes,no,The apple before the kitchen was in the bedroom.
49,no,no,The apple before the kitchen was in the garden.
50,yes,no,The apple before the hallway was in the bathroom.
51,no,no,The apple before the hallway was in the kitchen.
52,yes,no,The milk before the office was in the bathroom.
53,no,no,The milk before the office was in the kitchen.
54,yes,no,The football before the bedroom was in the office.
55,no,no,The football before the bedroom was in the hallway.
56,yes,no,The football before the hallway was in the bedroom.
57,no,no,The football before the hallway was in the garden.
58,yes,no,The apple before the bedroom was in the kitchen.
59,no,no,The apple before the bedroom was in the hallway.
60,yes,no,The football before the bathroom was in the hallway.
61,no,no,The football before the bathroom was in the kitchen.
62,yes,no,The milk before the garden was in the kitchen.
63,no,no,The milk before the garden was in the garden.
64,yes,no,The milk before the garden was in the office.
65,no,no,The milk before the garden was in the hallway.
66,yes,no,The milk before the garden was in the bedroom.
67,no,no,The milk before the garden was in the garden.
68,yes,no,The football before the bedroom was in the hallway.
69,no,no,The football before the bedroom was in the office.
70,yes,no,The apple before the bathroom was in the hallway.
71,no,no,The apple before the bathroom was in the kitchen.
72,yes,no,The milk before the bathroom was in the office.
73,no,no,The milk before the bathroom was in the hallway.
74,yes,no,The football before the bedroom was in the garden.
75,no,no,The football before the bedroom was in the office.
76,yes,no,The milk before the kitchen was in the office.
77,no,no,The milk before the kitchen was in the bathroom.
78,yes,no,The milk before the bedroom was in the garden.
79,no,no,The milk before the bedroom was in the bathroom.
80,yes,no,The football before the bathroom was in the hallway.
81,no,no,The football before the bathroom was in the bedroom.
82,yes,no,The apple before the bedroom was in the kitchen.
83,no,no,The apple before the bedroom was in the garden.
84,yes,no,The apple before the office was in the garden.
85,no,no,The apple before the office was in the bedroom.
86,yes,no,The apple before the garden was in the bedroom.
87,no,no,The apple before the garden was in the hallway.
88,yes,no,The apple before the bedroom was in the kitchen.
89,no,no,The apple before the bedroom was in the bedroom.
90,yes,no,The apple before the bathroom was in the garden.
91,no,no,The apple before the bathroom was in the hallway.
92,yes,no,The football before the bedroom was in the office.
93,no,no,The football before the bedroom was in the garden.
94,yes,no,The football before the garden was in the office.
95,no,no,The football before the garden was in the kitchen.
96,yes,no,The apple before the kitchen was in the bathroom.
97,no,no,The apple before the kitchen was in the office.
98,yes,no,The football before the office was in the bathroom.
99,no,no,The football before the office was in the kitchen.
100,yes,no,The football before the kitchen was in the bedroom.
101,no,no,The football before the kitchen was in the bathroom.
102,yes,no,The football before the kitchen was in the bedroom.
103,no,no,The football before the kitchen was in the hallway.
104,yes,no,The milk before the bedroom was in the garden.
105,no,no,The milk before the bedroom was in the bedroom.
106,yes,no,The milk before the hallway was in the bathroom.
107,no,no,The milk before the hallway was in the office.
108,yes,no,The apple before the office was in the garden.
109,no,no,The apple before the office was in the bedroom.
110,yes,no,The football before the kitchen was in the garden.
111,no,no,The football before the kitchen was in the bathroom.
112,yes,no,The milk before the hallway was in the office.
113,no,no,The milk before the hallway was in the bathroom.
114,yes,no,The milk before the office was in the bathroom.
115,no,no,The milk before the office was in the hallway.
116,yes,no,The football before the office was in the bedroom.
117,no,no,The football before the office was in the bathroom.
118,yes,no,The milk before the office was in the garden.
119,no,no,The milk before the office was in the bathroom.
120,yes,no,The milk before the office was in the garden.
121,no,no,The milk before the office was in the bathroom.
122,yes,no,The milk before the hallway was in the garden.
123,no,no,The milk before the hallway was in the bathroom.
124,yes,no,The football before the kitchen was in the hallway.
125,no,no,The football before the kitchen was in the garden.
126,yes,no,The apple before the hallway was in the bathroom.
127,no,no,The apple before the hallway was in the bedroom.
128,yes,no,The milk before the kitchen was in the bathroom.
129,no,no,The milk before the kitchen was in the bedroom.
130,yes,no,The milk before the kitchen was in the bathroom.
131,no,no,The milk before the kitchen was in the office.
132,yes,no,The milk before the garden was in the office.
133,no,no,The milk before the garden was in the hallway.
134,yes,no,The milk before the bedroom was in the hallway.
135,no,no,The milk before the bedroom was in the garden.
136,yes,no,The milk before the bedroom was in the kitchen.
137,no,no,The milk before the bedroom was in the hallway.
138,yes,no,The milk before the office was in the kitchen.
139,no,no,The milk before the office was in the bathroom.
140,yes,no,The milk before the bathroom was in the garden.
141,no,no,The milk before the bathroom was in the hallway.
142,yes,no,The milk before the kitchen was in the bedroom.
143,no,no,The milk before the kitchen was in the bathroom.
144,yes,no,The apple before the office was in the hallway.
145,no,no,The apple before the office was in the bedroom.
146,yes,no,The milk before the kitchen was in the office.
147,no,no,The milk before the kitchen was in the bedroom.
148,yes,no,The milk before the garden was in the bedroom.
149,no,no,The milk before the garden was in the office.
150,yes,no,The apple before the bathroom was in the bedroom.
151,no,no,The apple before the bathroom was in the hallway.
152,yes,no,The apple before the hallway was in the bathroom.
153,no,no,The apple before the hallway was in the hallway.
154,yes,no,The milk before the kitchen was in the bedroom.
155,no,no,The milk before the kitchen was in the bathroom.
156,yes,no,The apple before the hallway was in the bathroom.
157,no,no,The apple before the hallway was in the bedroom.
158,yes,no,The apple before the bathroom was in the kitchen.
159,no,no,The apple before the bathroom was in the garden.
160,yes,no,The apple before the bedroom was in the garden.
161,no,no,The apple before the bedroom was in the kitchen.
162,yes,no,The apple before the garden was in the office.
163,no,no,The apple before the garden was in the hallway.
164,yes,no,The apple before the garden was in the kitchen.
165,no,no,The apple before the garden was in the garden.
166,yes,no,The apple before the bedroom was in the hallway.
167,no,no,The apple before the bedroom was in the office.
168,yes,no,The milk before the hallway was in the garden.
169,no,no,The milk before the hallway was in the hallway.
170,yes,no,The milk before the bedroom was in the kitchen.
171,no,no,The milk before the bedroom was in the bedroom.
172,yes,no,The milk before the hallway was in the bedroom.
173,no,no,The milk before the hallway was in the office.
174,yes,no,The football before the bathroom was in the garden.
175,no,no,The football before the bathroom was in the kitchen.
176,yes,no,The football before the hallway was in the garden.
177,no,no,The football before the hallway was in the office.
178,yes,no,The football before the garden was in the bathroom.
179,no,no,The football before the garden was in the garden.
180,yes,no,The apple before the bathroom was in the office.
181,no,no,The apple before the bathroom was in the garden.
182,yes,no,The apple before the office was in the kitchen.
183,no,no,The apple before the office was in the bedroom.
184,yes,no,The football before the office was in the bathroom.
185,no,no,The football before the office was in the office.
186,yes,no,The milk before the kitchen was in the garden.
187,no,no,The milk before the kitchen was in the bathroom.
188,yes,no,The football before the hallway was in the office.
189,no,no,The football before the hallway was in the garden.
190,yes,no,The apple before the kitchen was in the bathroom.
191,no,no,The apple before the kitchen was in the hallway.
192,yes,no,The apple before the kitchen was in the office.
193,no,no,The apple before the kitchen was in the hallway.
194,yes,no,The apple before the bathroom was in the bedroom.
195,no,no,The apple before the bathroom was in the hallway.
196,yes,no,The football before the hallway was in the garden.
197,no,no,The football before the hallway was in the bathroom.
198,yes,no,The football before the garden was in the bathroom.
199,no,no,The football before the garden was in the office.
