,target,output,question
82,yes,no,The apple before the bedroom was in the kitchen.
83,no,no,The apple before the bedroom was in the hallway.
84,yes,no,The apple before the office was in the garden.
85,no,no,The apple before the office was in the kitchen.
86,yes,no,The apple before the garden was in the bedroom.
87,no,no,The apple before the garden was in the kitchen.
88,yes,no,The apple before the bedroom was in the kitchen.
89,no,no,The apple before the bedroom was in the garden.
90,yes,no,The apple before the bathroom was in the garden.
91,no,no,The apple before the bathroom was in the hallway.
92,yes,no,The football before the bedroom was in the office.
93,no,no,The football before the bedroom was in the kitchen.
94,yes,no,The football before the garden was in the office.
95,no,no,The football before the garden was in the hallway.
96,yes,no,The apple before the kitchen was in the bathroom.
97,no,no,The apple before the kitchen was in the garden.
98,yes,no,The football before the office was in the bathroom.
99,no,no,The football before the office was in the bedroom.
100,yes,no,The football before the kitchen was in the bedroom.
101,no,no,The football before the kitchen was in the garden.
102,yes,no,The football before the kitchen was in the bedroom.
103,no,no,The football before the kitchen was in the kitchen.
104,yes,no,The milk before the bedroom was in the garden.
105,no,no,The milk before the bedroom was in the bathroom.
106,yes,no,The milk before the hallway was in the bathroom.
107,no,no,The milk before the hallway was in the office.
108,yes,no,The apple before the office was in the garden.
109,no,no,The apple before the office was in the office.
110,yes,no,The football before the kitchen was in the garden.
111,no,no,The football before the kitchen was in the bathroom.
112,yes,no,The milk before the hallway was in the office.
113,no,no,The milk before the hallway was in the bathroom.
114,yes,no,The milk before the office was in the bathroom.
115,no,no,The milk before the office was in the office.
116,yes,no,The football before the office was in the bedroom.
117,no,no,The football before the office was in the hallway.
118,yes,no,The milk before the office was in the garden.
119,no,no,The milk before the office was in the office.
120,yes,no,The milk before the office was in the garden.
121,no,no,The milk before the office was in the bedroom.
122,yes,no,The milk before the hallway was in the garden.
123,no,no,The milk before the hallway was in the kitchen.
124,yes,no,The football before the kitchen was in the hallway.
125,no,no,The football before the kitchen was in the kitchen.
126,yes,no,The apple before the hallway was in the bathroom.
127,no,no,The apple before the hallway was in the garden.
128,yes,no,The milk before the kitchen was in the bathroom.
129,no,no,The milk before the kitchen was in the bedroom.
130,yes,no,The milk before the kitchen was in the bathroom.
131,no,no,The milk before the kitchen was in the kitchen.
132,yes,no,The milk before the garden was in the office.
133,no,no,The milk before the garden was in the hallway.
134,yes,no,The milk before the bedroom was in the hallway.
135,no,no,The milk before the bedroom was in the office.
136,yes,no,The milk before the bedroom was in the kitchen.
137,no,no,The milk before the bedroom was in the bedroom.
138,yes,no,The milk before the office was in the kitchen.
139,no,no,The milk before the office was in the garden.
140,yes,no,The milk before the bathroom was in the garden.
141,no,no,The milk before the bathroom was in the office.
142,yes,no,The milk before the kitchen was in the bedroom.
143,no,no,The milk before the kitchen was in the hallway.
144,yes,no,The apple before the office was in the hallway.
145,no,no,The apple before the office was in the kitchen.
146,yes,no,The milk before the kitchen was in the office.
147,no,no,The milk before the kitchen was in the bedroom.
148,yes,no,The milk before the garden was in the bedroom.
149,no,no,The milk before the garden was in the kitchen.
150,yes,no,The apple before the bathroom was in the bedroom.
151,no,no,The apple before the bathroom was in the bathroom.
152,yes,no,The apple before the hallway was in the bathroom.
153,no,no,The apple before the hallway was in the garden.
154,yes,no,The milk before the kitchen was in the bedroom.
155,no,no,The milk before the kitchen was in the office.
156,yes,no,The apple before the hallway was in the bathroom.
157,no,no,The apple before the hallway was in the hallway.
158,yes,no,The apple before the bathroom was in the kitchen.
159,no,yes,The apple before the bathroom was in the bedroom.
160,yes,no,The apple before the bedroom was in the garden.
161,no,no,The apple before the bedroom was in the hallway.
162,yes,no,The apple before the garden was in the office.
163,no,no,The apple before the garden was in the hallway.
164,yes,no,The apple before the garden was in the kitchen.
165,no,no,The apple before the garden was in the office.
166,yes,no,The apple before the bedroom was in the hallway.
167,no,no,The apple before the bedroom was in the bathroom.
168,yes,no,The milk before the hallway was in the garden.
169,no,no,The milk before the hallway was in the bedroom.
170,yes,no,The milk before the bedroom was in the kitchen.
171,no,no,The milk before the bedroom was in the bedroom.
172,yes,no,The milk before the hallway was in the bedroom.
173,no,no,The milk before the hallway was in the office.
174,yes,no,The football before the bathroom was in the garden.
175,no,no,The football before the bathroom was in the kitchen.
176,yes,no,The football before the hallway was in the garden.
177,no,no,The football before the hallway was in the bathroom.
178,yes,no,The football before the garden was in the bathroom.
179,no,no,The football before the garden was in the hallway.
180,yes,no,The apple before the bathroom was in the office.
181,no,no,The apple before the bathroom was in the bedroom.
182,yes,no,The apple before the office was in the kitchen.
183,no,no,The apple before the office was in the bathroom.
184,yes,no,The football before the office was in the bathroom.
185,no,no,The football before the office was in the bedroom.
186,yes,no,The milk before the kitchen was in the garden.
187,no,no,The milk before the kitchen was in the hallway.
188,yes,no,The football before the hallway was in the office.
189,no,no,The football before the hallway was in the garden.
190,yes,yes,The apple before the kitchen was in the bathroom.
191,no,no,The apple before the kitchen was in the bedroom.
192,yes,no,The apple before the kitchen was in the office.
193,no,no,The apple before the kitchen was in the garden.
194,yes,no,The apple before the bathroom was in the bedroom.
195,no,no,The apple before the bathroom was in the garden.
196,yes,no,The football before the hallway was in the garden.
197,no,no,The football before the hallway was in the hallway.
198,yes,no,The football before the garden was in the bathroom.
199,no,no,The football before the garden was in the hallway.
