,target,output,question
135,no,no,To the south of the bedroom is the hallway.
136,yes,no,To the south of the hallway is the garden.
137,no,no,To the south of the hallway is the bedroom.
138,yes,no,To the west of the kitchen is the office.
139,no,no,To the west of the kitchen is the bedroom.
140,yes,no,To the east of the fice is the bedroom.
141,no,no,To the east of the fice is the bathroom.
142,yes,no,To the south of the kitchen is the hallway.
143,no,no,To the south of the kitchen is the garden.
144,yes,no,To the east of the garden is the bedroom.
145,no,no,To the east of the garden is the office.
146,yes,no,To the west of the kitchen is the bedroom.
147,no,no,To the west of the kitchen is the hallway.
148,yes,no,To the west of the fice is the kitchen.
149,no,no,To the west of the fice is the bedroom.
150,yes,no,To the west of the bedroom is the bathroom.
151,no,no,To the west of the bedroom is the hallway.
152,yes,no,To the south of the bathroom is the office.
153,no,no,To the south of the bathroom is the kitchen.
154,yes,no,To the north of the garden is the hallway.
155,no,no,To the north of the garden is the bathroom.
156,yes,no,To the west of the bedroom is the bathroom.
157,no,no,To the west of the bedroom is the kitchen.
158,yes,no,To the north of the bedroom is the kitchen.
159,no,no,To the north of the bedroom is the bathroom.
160,yes,no,To the east of the kitchen is the bedroom.
161,no,no,To the east of the kitchen is the bathroom.
162,yes,no,To the east of the bathroom is the garden.
163,no,no,To the east of the bathroom is the hallway.
164,yes,no,To the west of the garden is the hallway.
165,no,no,To the west of the garden is the bedroom.
166,yes,no,To the north of the fice is the kitchen.
167,no,no,To the north of the fice is the office.
168,yes,no,To the east of the bathroom is the bedroom.
169,no,no,To the east of the bathroom is the garden.
170,yes,no,To the east of the garden is the kitchen.
171,no,no,To the east of the garden is the office.
172,yes,no,To the west of the hallway is the kitchen.
173,no,no,To the west of the hallway is the hallway.
174,yes,no,To the east of the garden is the bathroom.
175,no,no,To the east of the garden is the hallway.
176,yes,no,To the north of the fice is the hallway.
177,no,no,To the north of the fice is the office.
178,yes,no,To the east of the fice is the bathroom.
179,no,no,To the east of the fice is the bedroom.
180,yes,no,To the north of the garden is the bathroom.
181,no,no,To the north of the garden is the garden.
182,yes,no,To the east of the bedroom is the hallway.
183,no,no,To the east of the bedroom is the office.
184,yes,no,To the south of the hallway is the kitchen.
185,no,no,To the south of the hallway is the garden.
186,yes,no,To the north of the garden is the hallway.
187,no,no,To the north of the garden is the office.
188,yes,no,To the west of the bathroom is the kitchen.
189,no,no,To the west of the bathroom is the garden.
190,yes,no,To the north of the garden is the bathroom.
191,no,no,To the north of the garden is the kitchen.
192,yes,no,To the south of the bedroom is the bathroom.
193,no,no,To the south of the bedroom is the bedroom.
194,yes,no,To the west of the bedroom is the bathroom.
195,no,no,To the west of the bedroom is the office.
196,yes,no,To the south of the hallway is the bedroom.
197,no,no,To the south of the hallway is the garden.
198,yes,no,To the north of the bedroom is the kitchen.
199,no,no,To the north of the bedroom is the bedroom.
