,target,output,question
114,yes,no,The milk is in the bathroom.
115,no,no,The milk is in the office.
116,yes,no,The football is in the office.
117,no,no,The football is in the kitchen.
118,yes,no,The football is in the garden.
119,no,no,The football is in the kitchen.
120,yes,no,The apple is in the kitchen.
121,no,no,The apple is in the hallway.
122,yes,no,The apple is in the bathroom.
123,no,no,The apple is in the hallway.
124,yes,no,The football is in the garden.
125,no,no,The football is in the hallway.
126,yes,no,The milk is in the bathroom.
127,no,no,The milk is in the garden.
128,yes,no,The milk is in the bathroom.
129,no,no,The milk is in the kitchen.
130,yes,no,The milk is in the hallway.
131,no,no,The milk is in the office.
132,yes,no,The football is in the bedroom.
133,no,no,The football is in the bathroom.
134,yes,no,The football is in the garden.
135,no,no,The football is in the bathroom.
136,yes,no,The football is in the bedroom.
137,no,no,The football is in the office.
138,yes,no,The apple is in the bathroom.
139,no,no,The apple is in the hallway.
140,yes,no,The milk is in the garden.
141,no,no,The milk is in the bedroom.
142,yes,no,The milk is in the office.
143,no,no,The milk is in the bathroom.
144,yes,no,The football is in the office.
145,no,no,The football is in the hallway.
146,yes,no,The football is in the hallway.
147,no,no,The football is in the kitchen.
148,yes,no,The football is in the garden.
149,no,no,The football is in the hallway.
150,yes,no,The milk is in the office.
151,no,no,The milk is in the garden.
152,yes,no,The football is in the kitchen.
153,no,no,The football is in the office.
154,yes,no,The milk is in the office.
155,no,no,The milk is in the kitchen.
156,yes,no,The apple is in the kitchen.
157,no,no,The apple is in the hallway.
158,yes,no,The football is in the kitchen.
159,no,no,The football is in the hallway.
160,yes,no,The football is in the office.
161,no,no,The football is in the garden.
162,yes,no,The apple is in the kitchen.
163,no,no,The apple is in the garden.
164,yes,no,The apple is in the office.
165,no,no,The apple is in the garden.
166,yes,no,The football is in the bathroom.
167,no,no,The football is in the bedroom.
168,yes,no,The football is in the bathroom.
169,no,no,The football is in the kitchen.
170,yes,no,The milk is in the office.
171,no,no,The milk is in the hallway.
172,yes,no,The apple is in the bathroom.
173,no,no,The apple is in the hallway.
174,yes,no,The milk is in the bedroom.
175,no,no,The milk is in the kitchen.
176,yes,no,The apple is in the hallway.
177,no,no,The apple is in the bedroom.
178,yes,no,The milk is in the bedroom.
179,no,no,The milk is in the kitchen.
180,yes,no,The apple is in the bedroom.
181,no,no,The apple is in the bathroom.
182,yes,no,The football is in the bathroom.
183,no,no,The football is in the bedroom.
184,yes,no,The football is in the bedroom.
185,no,no,The football is in the kitchen.
186,yes,no,The football is in the bedroom.
187,no,no,The football is in the hallway.
188,yes,no,The apple is in the bedroom.
189,no,no,The apple is in the bathroom.
190,yes,no,The football is in the kitchen.
191,no,no,The football is in the bedroom.
192,yes,no,The milk is in the garden.
193,no,no,The milk is in the hallway.
194,yes,no,The milk is in the office.
195,no,no,The milk is in the hallway.
196,yes,no,The milk is in the bedroom.
197,no,no,The milk is in the bathroom.
198,yes,no,The apple is in the kitchen.
199,no,no,The apple is in the garden.
