,target,output,question
69,no,$yes$ ,Mary is carrying one object.
70,yes,yes ,Mary is carrying one object.
71,no,$yes$ ,Mary is carrying no object.
72,yes,$yes$ ,Sandra is carrying one object.
73,no,$no$ ,Sandra is carrying no object.
74,yes,$yes$ ,Mary is carrying no object.
75,no,$no$ ,Mary is carrying one object.
76,yes,$no$ ,Sandra is carrying one object.
77,no,$no$ ,Sandra is carrying three objects.
78,yes,$yes$ ,Mary is carrying one object.
79,no,$yes$ ,Mary is carrying two objects.
80,yes,$no$ ,Sandra is carrying no object.
81,no,$no$ ,Sandra is carrying one object.
82,yes,$yes$ ,Mary is carrying no object.
83,no,$no$ ,Mary is carrying three objects.
84,yes,$yes$ ,Sandra is carrying one object.
85,no,$yes$ ,Sandra is carrying three objects.
86,yes,yes ,Daniel is carrying one object.
87,no,$no$ ,Daniel is carrying two objects.
88,yes,$no$ ,Sandra is carrying one object.
89,no,$no$ ,Sandra is carrying three objects.
90,yes,$yes$ ,Sandra is carrying one object.
91,no,$no$ ,Sandra is carrying three objects.
92,yes,$no$ ,Sandra is carrying no object.
93,no,$no$ ,Sandra is carrying two objects.
94,yes,$yes$ ,John is carrying two objects.
95,no,$no$,John is carrying three objects.
96,yes,$no$ ,Mary is carrying one object.
97,no,$no$ ,Mary is carrying two objects.
98,yes,$yes$ ,Mary is carrying no object.
99,no,$no$ ,Mary is carrying three objects.
100,yes,$yes$ ,Sandra is carrying one object.
101,no,$yes$ ,Sandra is carrying two objects.
102,yes,$no$ ,Sandra is carrying no object.
103,no,$no$ ,Sandra is carrying two objects.
104,yes,$no$ ,Mary is carrying one object.
105,no,$no$ ,Mary is carrying three objects.
106,yes,$no$ ,Sandra is carrying no object.
107,no,$yes$ ,Sandra is carrying two objects.
108,yes,$no$ ,Daniel is carrying one object.
109,no,$no$ ,Daniel is carrying no object.
110,yes,$no$ ,Daniel is carrying no object.
111,no,$yes$ ,Daniel is carrying one object.
112,yes,yes ,John is carrying one object.
113,no,$no$ ,John is carrying three objects.
114,yes,$yes$ ,Daniel is carrying one object.
115,no,$no$ ,Daniel is carrying two objects.
116,yes,$yes$ ,John is carrying no object.
117,no,yes ,John is carrying one object.
118,yes,$yes$ ,Daniel is carrying two objects.
119,no,yes ,Daniel is carrying one object.
120,yes,yes ,Daniel is carrying one object.
121,no,$yes$ ,Daniel is carrying two objects.
122,yes,$no$ ,Sandra is carrying no object.
123,no,$no$ ,Sandra is carrying one object.
124,yes,yes ,Daniel is carrying one object.
125,no,$no$ ,Daniel is carrying three objects.
126,yes,yes ,John is carrying one object.
127,no,$yes$ ,John is carrying no object.
128,yes,$no$ ,Daniel is carrying no object.
129,no,$yes$ ,Daniel is carrying one object.
130,yes,$no$ ,Sandra is carrying no object.
131,no,$no$ ,Sandra is carrying one object.
132,yes,$yes$ ,John is carrying one object.
133,no,$no$,John is carrying three objects.
134,yes,$no$ ,Mary is carrying one object.
135,no,$yes$ ,Mary is carrying no object.
136,yes,$no$ ,John is carrying no object.
137,no,$no$ ,John is carrying two objects.
138,yes,$no$ ,Sandra is carrying no object.
139,no,$yes$ ,Sandra is carrying two objects.
140,yes,$no$ ,Sandra is carrying no object.
141,no,$no$ ,Sandra is carrying two objects.
142,yes,$yes$ ,Mary is carrying no object.
143,no,$no$ ,Mary is carrying two objects.
144,yes,$yes$ ,Mary is carrying no object.
145,no,$no$ ,Mary is carrying three objects.
146,yes,$yes$ ,Mary is carrying no object.
147,no,$no$ ,Mary is carrying three objects.
148,yes,$yes$ ,John is carrying no object.
149,no,$no$ ,John is carrying two objects.
150,yes,$yes$ ,John is carrying no object.
151,no,$yes$ ,John is carrying one object.
152,yes,$yes$ ,Mary is carrying no object.
153,no,$no$,Mary is carrying three objects.
154,yes,$no$,John is carrying one object.
155,no,$no$,John is carrying three objects.
156,yes,$no$ ,Sandra is carrying no object.
157,no,$yes$ ,Sandra is carrying one object.
158,yes,yes ,Daniel is carrying one object.
159,no,yes ,Daniel is carrying two objects.
160,yes,$no$ ,Daniel is carrying no object.
161,no,yes ,Daniel is carrying one object.
162,yes,$no$ ,Mary is carrying one object.
163,no,$no$ ,Mary is carrying no object.
164,yes,yes ,Daniel is carrying one object.
165,no,$yes$ ,Daniel is carrying no object.
166,yes,$no$ ,Sandra is carrying one object.
167,no,$no$ ,Sandra is carrying no object.
168,yes,$no$ ,Daniel is carrying no object.
169,no,$no$ ,Daniel is carrying three objects.
170,yes,$no$ ,Sandra is carrying no object.
171,no,$no$ ,Sandra is carrying one object.
172,yes,$no$ ,John is carrying no object.
173,no,$no$ ,John is carrying one object.
174,yes,$yes$ ,Mary is carrying no object.
175,no,$no$,Mary is carrying two objects.
176,yes,$no$ ,Daniel is carrying no object.
177,no,$no$,Daniel is carrying three objects.
178,yes,$no$ ,Daniel is carrying no object.
179,no,$no$ ,Daniel is carrying two objects.
180,yes,$no$ ,Daniel is carrying no object.
181,no,$no$ ,Daniel is carrying two objects.
182,yes,yes ,Sandra is carrying two objects.
183,no,$yes$ ,Sandra is carrying three objects.
184,yes,$yes$ ,Mary is carrying one object.
185,no,$yes$ ,Mary is carrying two objects.
186,yes,$no$ ,Sandra is carrying one object.
187,no,$no$ ,Sandra is carrying no object.
188,yes,yes ,John is carrying one object.
189,no,$yes$ ,John is carrying three objects.
190,yes,$no$ ,John is carrying one object.
191,no,$no$,John is carrying two objects.
192,yes,$yes$ ,John is carrying one object.
193,no,$yes$ ,John is carrying two objects.
194,yes,$yes$ ,Mary is carrying one object.
195,no,$no$ ,Mary is carrying three objects.
196,yes,$no$ ,Daniel is carrying no object.
197,no,$no$ ,Daniel is carrying two objects.
198,yes,$yes$ ,John is carrying one object.
199,no,$yes$ ,John is carrying no object.
