,target,output,question
69,no,$no$ ,The football before the bedroom was in the bedroom.
70,yes,$no$ ,The apple before the bathroom was in the hallway.
71,no,$no$ ,The apple before the bathroom was in the garden.
72,yes,$no$ ,The milk before the bathroom was in the office.
73,no,$no$ ,The milk before the bathroom was in the bedroom.
74,yes,$no$ ,The football before the bedroom was in the garden.
75,no,$no$ ,The football before the bedroom was in the kitchen.
76,yes,$no$ ,The milk before the kitchen was in the office.
77,no,$no$ ,The milk before the kitchen was in the kitchen.
78,yes,$no$,The milk before the bedroom was in the garden.
79,no,$no$ ,The milk before the bedroom was in the hallway.
80,yes,$no$,The football before the bathroom was in the hallway.
81,no,$no$ ,The football before the bathroom was in the bathroom.
82,yes,$yes$ ,The apple before the bedroom was in the kitchen.
83,no,$yes$ ,The apple before the bedroom was in the bathroom.
84,yes,$no$,The apple before the office was in the garden.
85,no,$yes$ ,The apple before the office was in the bathroom.
86,yes,$no$ ,The apple before the garden was in the bedroom.
87,no,$yes$ ,The apple before the garden was in the bathroom.
88,yes,$no$ ,The apple before the bedroom was in the kitchen.
89,no,$yes$ ,The apple before the bedroom was in the bathroom.
90,yes,$no$,The apple before the bathroom was in the garden.
91,no,$yes$ ,The apple before the bathroom was in the bathroom.
92,yes,$no$ ,The football before the bedroom was in the office.
93,no,$no$ ,The football before the bedroom was in the bathroom.
94,yes,$no$ ,The football before the garden was in the office.
95,no,no ,The football before the garden was in the kitchen.
96,yes,$yes$ ,The apple before the kitchen was in the bathroom.
97,no,$no$ ,The apple before the kitchen was in the hallway.
98,yes,$no$ ,The football before the office was in the bathroom.
99,no,$no$ ,The football before the office was in the garden.
100,yes,$no$ ,The football before the kitchen was in the bedroom.
101,no,$no$ ,The football before the kitchen was in the office.
102,yes,$no$ ,The football before the kitchen was in the bedroom.
103,no,$no$ ,The football before the kitchen was in the office.
104,yes,$no$,The milk before the bedroom was in the garden.
105,no,$no$ ,The milk before the bedroom was in the hallway.
106,yes,$yes$ ,The milk before the hallway was in the bathroom.
107,no,$no$ ,The milk before the hallway was in the garden.
108,yes,$no$ ,The apple before the office was in the garden.
109,no,$yes$ ,The apple before the office was in the kitchen.
110,yes,$yes$ ,The football before the kitchen was in the garden.
111,no,$no$ ,The football before the kitchen was in the bedroom.
112,yes,$no$ ,The milk before the hallway was in the office.
113,no,$yes$ ,The milk before the hallway was in the bedroom.
114,yes,$yes$ ,The milk before the office was in the bathroom.
115,no,$no$ ,The milk before the office was in the garden.
116,yes,$no$ ,The football before the office was in the bedroom.
117,no,$no$ ,The football before the office was in the garden.
118,yes,$yes$ ,The milk before the office was in the garden.
119,no,$no$ ,The milk before the office was in the office.
120,yes,$no$ ,The milk before the office was in the garden.
121,no,$yes$ ,The milk before the office was in the hallway.
122,yes,$no$ ,The milk before the hallway was in the garden.
123,no,$no$ ,The milk before the hallway was in the office.
124,yes,$no$ ,The football before the kitchen was in the hallway.
125,no,$no$ ,The football before the kitchen was in the bedroom.
126,yes,$yes$ ,The apple before the hallway was in the bathroom.
127,no,$no$ ,The apple before the hallway was in the garden.
128,yes,$yes$ ,The milk before the kitchen was in the bathroom.
129,no,$no$ ,The milk before the kitchen was in the garden.
130,yes,$yes$ ,The milk before the kitchen was in the bathroom.
131,no,$no$ ,The milk before the kitchen was in the garden.
132,yes,$no$ ,The milk before the garden was in the office.
133,no,$yes$ ,The milk before the garden was in the kitchen.
134,yes,$no$ ,The milk before the bedroom was in the hallway.
135,no,$no$ ,The milk before the bedroom was in the bathroom.
136,yes,$yes$ ,The milk before the bedroom was in the kitchen.
137,no,$no$ ,The milk before the bedroom was in the bedroom.
138,yes,$yes$ ,The milk before the office was in the kitchen.
139,no,$yes$ ,The milk before the office was in the bedroom.
140,yes,$no$ ,The milk before the bathroom was in the garden.
141,no,$yes$ ,The milk before the bathroom was in the bedroom.
142,yes,$no$ ,The milk before the kitchen was in the bedroom.
143,no,$no$ ,The milk before the kitchen was in the garden.
144,yes,$no$ ,The apple before the office was in the hallway.
145,no,$no$ ,The apple before the office was in the office.
146,yes,$no$ ,The milk before the kitchen was in the office.
147,no,$no$ ,The milk before the kitchen was in the garden.
148,yes,$yes$ ,The milk before the garden was in the bedroom.
149,no,$yes$ ,The milk before the garden was in the hallway.
150,yes,$yes$ ,The apple before the bathroom was in the bedroom.
151,no,$no$,The apple before the bathroom was in the office.
152,yes,$yes$ ,The apple before the hallway was in the bathroom.
153,no,$yes$ ,The apple before the hallway was in the bedroom.
154,yes,$yes$ ,The milk before the kitchen was in the bedroom.
155,no,$yes$ ,The milk before the kitchen was in the hallway.
156,yes,$yes$ ,The apple before the hallway was in the bathroom.
157,no,$yes$ ,The apple before the hallway was in the kitchen.
158,yes,$no$ ,The apple before the bathroom was in the kitchen.
159,no,$no$ ,The apple before the bathroom was in the garden.
160,yes,$no$,The apple before the bedroom was in the garden.
161,no,$no$ ,The apple before the bedroom was in the bedroom.
162,yes,$no$ ,The apple before the garden was in the office.
163,no,$yes$ ,The apple before the garden was in the bathroom.
164,yes,$yes$ ,The apple before the garden was in the kitchen.
165,no,$no$ ,The apple before the garden was in the office.
166,yes,$no$,The apple before the bedroom was in the hallway.
167,no,$yes$ ,The apple before the bedroom was in the kitchen.
168,yes,$no$ ,The milk before the hallway was in the garden.
169,no,$yes$ ,The milk before the hallway was in the bedroom.
170,yes,$yes$ ,The milk before the bedroom was in the kitchen.
171,no,$no$ ,The milk before the bedroom was in the bedroom.
172,yes,$no$ ,The football before the office was in the kitchen.
173,no,$no$ ,The football before the office was in the bathroom.
174,yes,$no$ ,The milk before the bathroom was in the office.
175,no,$no$ ,The milk before the bathroom was in the garden.
176,yes,$no$ ,The football before the garden was in the bathroom.
177,no,$no$ ,The football before the garden was in the bedroom.
178,yes,$no$ ,The milk before the kitchen was in the garden.
179,no,$no$ ,The milk before the kitchen was in the kitchen.
180,yes,$no$,The football before the bathroom was in the hallway.
181,no,$no$ ,The football before the bathroom was in the kitchen.
182,yes,$yes$ ,The milk before the office was in the bathroom.
183,no,$yes$ ,The milk before the office was in the bedroom.
184,yes,$no$ ,The apple before the hallway was in the garden.
185,no,$no$ ,The apple before the hallway was in the hallway.
186,yes,$no$,The milk before the office was in the garden.
187,no,$yes$ ,The milk before the office was in the bedroom.
188,yes,$no$ ,The milk before the garden was in the office.
189,no,$yes$ ,The milk before the garden was in the hallway.
190,yes,$no$ ,The football before the kitchen was in the hallway.
191,no,$no$ ,The football before the kitchen was in the office.
192,yes,$no$ ,The football before the garden was in the hallway.
193,no,$no$ ,The football before the garden was in the bathroom.
194,yes,$no$ ,The milk before the kitchen was in the hallway.
195,no,$no$ ,The milk before the kitchen was in the garden.
196,yes,$no$ ,The football before the bathroom was in the bedroom.
197,no,$no$ ,The football before the bathroom was in the bathroom.
198,yes,$yes$ ,The apple before the office was in the bedroom.
199,no,$yes$ ,The apple before the office was in the bathroom.
