,target,output,question
51,no,$yes$ ,The football is in the bathroom.
52,yes,$yes$ ,The football is in the garden.
53,no,$no$,The football is in the office.
54,yes,$no$ ,The apple is in the bedroom.
55,no,$no$ ,The apple is in the office.
56,yes,$yes$ ,The apple is in the hallway.
57,no,$no$,The apple is in the bedroom.
58,yes,$yes$ ,The apple is in the hallway.
59,no,$no$ ,The apple is in the kitchen.
60,yes,$no$ ,The apple is in the hallway.
61,no,$no$ ,The apple is in the bedroom.
62,yes,$yes$ ,The football is in the garden.
63,no,$no$ ,The football is in the office.
64,yes,$yes$ ,The apple is in the hallway.
65,no,$yes$ ,The apple is in the kitchen.
66,yes,$no$ ,The football is in the kitchen.
67,no,$no$ ,The football is in the garden.
68,yes,$yes$ ,The milk is in the hallway.
69,no,$no$ ,The milk is in the office.
70,yes,$no$ ,The apple is in the kitchen.
71,no,$no$ ,The apple is in the hallway.
72,yes,$no$ ,The milk is in the office.
73,no,$no$ ,The milk is in the bathroom.
74,yes,$no$ ,The milk is in the hallway.
75,no,$no$ ,The milk is in the bathroom.
76,yes,$no$ ,The milk is in the bathroom.
77,no,$no$ ,The milk is in the garden.
78,yes,$no$ ,The milk is in the bathroom.
79,no,$no$ ,The milk is in the office.
80,yes,$no$ ,The football is in the bathroom.
81,no,$no$ ,The football is in the hallway.
82,yes,$no$ ,The football is in the hallway.
83,no,$no$ ,The football is in the garden.
84,yes,$no$ ,The apple is in the garden.
85,no,$no$ ,The apple is in the bedroom.
86,yes,$no$ ,The apple is in the bedroom.
87,no,$no$ ,The apple is in the kitchen.
88,yes,$yes$ ,The milk is in the kitchen.
89,no,$no$ ,The milk is in the bathroom.
90,yes,$yes$ ,The milk is in the bedroom.
91,no,$no$ ,The milk is in the hallway.
92,yes,$no$,The apple is in the hallway.
93,no,$no$ ,The apple is in the bathroom.
94,yes,$no$ ,The milk is in the garden.
95,no,$no$ ,The milk is in the bedroom.
96,yes,$no$,The football is in the kitchen.
97,no,$no$,The football is in the bathroom.
98,yes,$no$ ,The football is in the bathroom.
99,no,$yes$ ,The football is in the hallway.
100,yes,$yes$ ,The milk is in the garden.
101,no,$yes$ ,The milk is in the kitchen.
102,yes,$no$ ,The apple is in the bedroom.
103,no,$no$ ,The apple is in the bathroom.
104,yes,$no$ ,The milk is in the hallway.
105,no,$no$ ,The milk is in the bedroom.
106,yes,$no$ ,The milk is in the hallway.
107,no,$no$ ,The milk is in the kitchen.
108,yes,$yes$ ,The milk is in the office.
109,no,$yes$ ,The milk is in the kitchen.
110,yes,$no$ ,The apple is in the kitchen.
111,no,$no$ ,The apple is in the bathroom.
112,yes,$no$,The milk is in the bathroom.
113,no,$no$,The milk is in the office.
114,yes,$no$,The milk is in the bathroom.
115,no,$no$ ,The milk is in the office.
116,yes,$yes$ ,The football is in the office.
117,no,$yes$ ,The football is in the bedroom.
118,yes,$yes$ ,The football is in the garden.
119,no,$yes$ ,The football is in the kitchen.
120,yes,$yes$ ,The milk is in the kitchen.
121,no,$no$ ,The milk is in the garden.
122,yes,$no$,The apple is in the bathroom.
123,no,$no$ ,The apple is in the kitchen.
124,yes,$yes$ ,The football is in the office.
125,no,$no$ ,The football is in the kitchen.
126,yes,$no$ ,The milk is in the bathroom.
127,no,$no$ ,The milk is in the garden.
128,yes,$yes$ ,The football is in the hallway.
129,no,$no$ ,The football is in the kitchen.
130,yes,$no$ ,The milk is in the hallway.
131,no,$no$ ,The milk is in the garden.
132,yes,$no$ ,The apple is in the bathroom.
133,no,$no$,The apple is in the kitchen.
134,yes,$no$ ,The apple is in the office.
135,no,$no$ ,The apple is in the kitchen.
136,yes,$no$ ,The milk is in the bedroom.
137,no,$no$,The milk is in the garden.
138,yes,$yes$ ,The football is in the kitchen.
139,no,$yes$ ,The football is in the hallway.
140,yes,$no$ ,The milk is in the office.
141,no,$yes$ ,The milk is in the kitchen.
142,yes,$no$ ,The apple is in the garden.
143,no,$no$ ,The apple is in the office.
144,yes,$yes$ ,The football is in the kitchen.
145,no,$yes$ ,The football is in the office.
146,yes,$yes$ ,The football is in the garden.
147,no,$no$ ,The football is in the kitchen.
148,yes,$yes$ ,The football is in the garden.
149,no,$yes$ ,The football is in the kitchen.
150,yes,$no$ ,The apple is in the kitchen.
151,no,$no$,The apple is in the office.
152,yes,$no$ ,The football is in the office.
153,no,$yes$ ,The football is in the hallway.
154,yes,$yes$ ,The milk is in the office.
155,no,$no$ ,The milk is in the kitchen.
156,yes,$no$ ,The football is in the hallway.
157,no,$no$ ,The football is in the office.
158,yes,$no$,The football is in the bathroom.
159,no,$no$ ,The football is in the office.
160,yes,$yes$ ,The football is in the office.
161,no,$no$ ,The football is in the garden.
162,yes,$yes$ ,The apple is in the office.
163,no,$yes$ ,The apple is in the garden.
164,yes,$no$ ,The apple is in the hallway.
165,no,$no$ ,The apple is in the bedroom.
166,yes,$no$ ,The apple is in the office.
167,no,$no$ ,The apple is in the bathroom.
168,yes,$yes$ ,The milk is in the office.
169,no,$no$ ,The milk is in the bathroom.
170,yes,$no$ ,The apple is in the bathroom.
171,no,$no$ ,The apple is in the kitchen.
172,yes,$no$,The football is in the bathroom.
173,no,$no$,The football is in the hallway.
174,yes,$no$ ,The milk is in the bedroom.
175,no,$no$ ,The milk is in the hallway.
176,yes,$yes$ ,The milk is in the hallway.
177,no,$yes$ ,The milk is in the kitchen.
178,yes,$yes$ ,The apple is in the hallway.
179,no,$no$ ,The apple is in the office.
180,yes,$yes$ ,The milk is in the garden.
181,no,$no$ ,The milk is in the hallway.
182,yes,$yes$ ,The football is in the hallway.
183,no,$no$ ,The football is in the bedroom.
184,yes,$no$ ,The football is in the bedroom.
185,no,$no$ ,The football is in the hallway.
186,yes,$no$ ,The football is in the bedroom.
187,no,$no$ ,The football is in the hallway.
188,yes,$yes$ ,The football is in the kitchen.
189,no,$yes$ ,The football is in the bedroom.
190,yes,$no$,The football is in the kitchen.
191,no,$no$,The football is in the office.
192,yes,$yes$ ,The milk is in the office.
193,no,$no$ ,The milk is in the bedroom.
194,yes,$no$ ,The milk is in the bedroom.
195,no,$no$ ,The milk is in the bathroom.
196,yes,$no$ ,The apple is in the kitchen.
197,no,$no$ ,The apple is in the bathroom.
198,yes,$no$ ,The apple is in the hallway.
199,no,$yes$ ,The apple is in the bathroom.
