,target,output,question
93,no,$no$ ,The apple is in the bathroom.
94,yes,$no$ ,The milk is in the garden.
95,no,$no$ ,The milk is in the bedroom.
96,yes,$no$ ,The football is in the kitchen.
97,no,$no$ ,The football is in the bathroom.
98,yes,$no$ ,The football is in the bathroom.
99,no,$no$ ,The football is in the hallway.
100,yes,$yes$ ,The milk is in the garden.
101,no,$no$ ,The milk is in the bedroom.
102,yes,$no$ ,The apple is in the bedroom.
103,no,$no$ ,The apple is in the office.
104,yes,$no$ ,The milk is in the hallway.
105,no,$no$ ,The milk is in the office.
106,yes,$no$ ,The milk is in the hallway.
107,no,$no$ ,The milk is in the office.
108,yes,$yes$ ,The milk is in the office.
109,no,$no$ ,The milk is in the garden.
110,yes,$no$ ,The apple is in the kitchen.
111,no,$no$ ,The apple is in the office.
112,yes,$no$ ,The milk is in the bathroom.
113,no,$no$ ,The milk is in the bedroom.
114,yes,$no$ ,The milk is in the bathroom.
115,no,$no$ ,The milk is in the hallway.
116,yes,$yes$ ,The football is in the office.
117,no,$no$ ,The football is in the kitchen.
118,yes,$yes$ ,The football is in the garden.
119,no,$yes$ ,The football is in the bedroom.
120,yes,$no$ ,The apple is in the kitchen.
121,no,$no$ ,The apple is in the garden.
122,yes,$no$ ,The apple is in the bathroom.
123,no,$no$ ,The apple is in the garden.
124,yes,$no$ ,The football is in the garden.
125,no,$yes$ ,The football is in the office.
126,yes,$no$ ,The milk is in the bathroom.
127,no,$no$ ,The milk is in the kitchen.
128,yes,$no$ ,The milk is in the bathroom.
129,no,$yes$ ,The milk is in the kitchen.
130,yes,$yes$ ,The milk is in the hallway.
131,no,$no$ ,The milk is in the bathroom.
132,yes,$yes$ ,The football is in the bedroom.
133,no,$no$ ,The football is in the garden.
134,yes,$no$ ,The football is in the garden.
135,no,$no$ ,The football is in the bathroom.
136,yes,$no$ ,The football is in the bedroom.
137,no,$yes$ ,The football is in the hallway.
138,yes,$no$ ,The apple is in the bathroom.
139,no,$no$ ,The apple is in the hallway.
140,yes,$no$ ,The milk is in the garden.
141,no,$yes$ ,The milk is in the kitchen.
142,yes,$no$ ,The milk is in the office.
143,no,$no$ ,The milk is in the bedroom.
144,yes,$no$ ,The football is in the office.
145,no,$no$ ,The football is in the bathroom.
146,yes,$yes$ ,The football is in the hallway.
147,no,$no$ ,The football is in the kitchen.
148,yes,$yes$ ,The football is in the garden.
149,no,$yes$ ,The football is in the hallway.
150,yes,$no$ ,The milk is in the office.
151,no,$no$ ,The milk is in the garden.
152,yes,$no$ ,The football is in the kitchen.
153,no,$no$ ,The football is in the bathroom.
154,yes,$no$ ,The milk is in the office.
155,no,$no$ ,The milk is in the kitchen.
156,yes,$yes$ ,The apple is in the kitchen.
157,no,$yes$ ,The apple is in the hallway.
158,yes,$no$ ,The football is in the kitchen.
159,no,$no$ ,The football is in the garden.
160,yes,$no$ ,The football is in the office.
161,no,$no$ ,The football is in the kitchen.
162,yes,$no$ ,The apple is in the kitchen.
163,no,$no$ ,The apple is in the bathroom.
164,yes,$no$ ,The apple is in the office.
165,no,$no$ ,The apple is in the hallway.
166,yes,$no$ ,The football is in the bathroom.
167,no,$no$ ,The football is in the bedroom.
168,yes,$no$ ,The football is in the bathroom.
169,no,$no$ ,The football is in the kitchen.
170,yes,$yes$ ,The milk is in the office.
171,no,$no$ ,The milk is in the bedroom.
172,yes,$no$ ,The apple is in the bathroom.
173,no,$no$,The apple is in the hallway.
174,yes,$no$ ,The milk is in the bedroom.
175,no,$no$ ,The milk is in the garden.
176,yes,$no$ ,The apple is in the hallway.
177,no,$no$ ,The apple is in the kitchen.
178,yes,$no$ ,The milk is in the bedroom.
179,no,$no$ ,The milk is in the garden.
180,yes,$yes$ ,The apple is in the bedroom.
181,no,$no$ ,The apple is in the bathroom.
182,yes,$yes$ ,The football is in the bathroom.
183,no,$no$ ,The football is in the office.
184,yes,$no$ ,The football is in the bedroom.
185,no,$no$ ,The football is in the bathroom.
186,yes,$no$ ,The football is in the bedroom.
187,no,$no$ ,The football is in the office.
188,yes,$no$ ,The apple is in the bedroom.
189,no,$no$ ,The apple is in the hallway.
190,yes,$yes$ ,The football is in the kitchen.
191,no,$no$ ,The football is in the garden.
192,yes,$no$ ,The milk is in the garden.
193,no,$no$ ,The milk is in the office.
194,yes,$no$ ,The milk is in the office.
195,no,$yes$ ,The milk is in the hallway.
196,yes,$no$ ,The milk is in the bedroom.
197,no,$no$ ,The milk is in the hallway.
198,yes,$no$ ,The apple is in the kitchen.
199,no,$no$ ,The apple is in the bathroom.
