,target,output,question
175,no,$yes$ ,To the east of the garden is the bedroom.
176,yes,no ,To the north of the fice is the hallway.
177,no,$yes$,To the north of the fice is the garden.
178,yes,yes ,To the east of the fice is the bathroom.
179,no,$no$,To the east of the fice is the garden.
180,yes,$yes$,To the north of the garden is the bathroom.
181,no,$no$ ,To the north of the garden is the bedroom.
182,yes,$yes$,To the east of the bedroom is the hallway.
183,no,$yes$,To the east of the bedroom is the kitchen.
184,yes,$yes$,To the south of the hallway is the kitchen.
185,no,$no$ ,To the south of the hallway is the hallway.
186,yes,$yes$ ,To the north of the garden is the hallway.
187,no,$no$,To the north of the garden is the bedroom.
188,yes,$no$,To the west of the bathroom is the kitchen.
189,no,$no$ ,To the west of the bathroom is the garden.
190,yes,no ,To the north of the garden is the bathroom.
191,no,$no$,To the north of the garden is the garden.
192,yes,$no$ ,To the south of the bedroom is the bathroom.
193,no,$no$,To the south of the bedroom is the kitchen.
194,yes,$yes$ ,To the west of the bedroom is the bathroom.
195,no,$no$,To the west of the bedroom is the hallway.
196,yes,no ,To the south of the hallway is the bedroom.
197,no,no ,To the south of the hallway is the hallway.
198,yes,$yes$,To the north of the bedroom is the kitchen.
199,no,$yes$ ,To the north of the bedroom is the hallway.
