,target,output,question
104,yes,$yes$ ,Mary is carrying one object.
105,no,$no$ ,Mary is carrying two objects.
106,yes,$no$ ,Sandra is carrying no object.
107,no,$no$ ,Sandra is carrying two objects.
108,yes,$yes$ ,Daniel is carrying one object.
109,no,$no$ ,Daniel is carrying three objects.
110,yes,$no$ ,Daniel is carrying no object.
111,no,$no$ ,Daniel is carrying three objects.
112,yes,yes ,John is carrying one object.
113,no,$no$ ,John is carrying no object.
114,yes,$yes$ ,Daniel is carrying one object.
115,no,$no$ ,Daniel is carrying no object.
116,yes,$no$ ,John is carrying no object.
117,no,$no$ ,John is carrying two objects.
118,yes,$yes$ ,Daniel is carrying two objects.
119,no,$no$ ,Daniel is carrying no object.
120,yes,$no$ ,Daniel is carrying one object.
121,no,$no$ ,Daniel is carrying two objects.
122,yes,$no$ ,Sandra is carrying no object.
123,no,$no$ ,Sandra is carrying three objects.
124,yes,$no$ ,Daniel is carrying one object.
125,no,$no$ ,Daniel is carrying two objects.
126,yes,$yes$ ,John is carrying one object.
127,no,$no$ ,John is carrying no object.
128,yes,Answer: no ,Daniel is carrying no object.
129,no,$no$ ,Daniel is carrying two objects.
130,yes,no ,Sandra is carrying no object.
131,no,$no$ ,Sandra is carrying two objects.
132,yes,$yes$ ,John is carrying one object.
133,no,$no$ ,John is carrying three objects.
134,yes,$yes$ ,Mary is carrying one object.
135,no,$yes$ ,Mary is carrying two objects.
136,yes,no ,John is carrying no object.
137,no,$no$ ,John is carrying three objects.
138,yes,no ,Sandra is carrying no object.
139,no,$no$ ,Sandra is carrying three objects.
140,yes,$no$ ,Sandra is carrying no object.
141,no,$no$ ,Sandra is carrying two objects.
142,yes,no ,Mary is carrying no object.
143,no,$no$ ,Mary is carrying one object.
144,yes,$no$ ,Mary is carrying no object.
145,no,$no$ ,Mary is carrying three objects.
146,yes,no ,Mary is carrying no object.
147,no,$no$ ,Mary is carrying two objects.
148,yes,$no$ ,John is carrying no object.
149,no,$no$ ,John is carrying three objects.
150,yes,no ,John is carrying no object.
151,no,$no$ ,John is carrying three objects.
152,yes,$no$ ,Mary is carrying no object.
153,no,$no$,Mary is carrying three objects.
154,yes,$yes$ ,John is carrying one object.
155,no,$no$ ,John is carrying two objects.
156,yes,$no$ ,Sandra is carrying no object.
157,no,$no$ ,Sandra is carrying three objects.
158,yes,$yes$ ,Daniel is carrying one object.
159,no,$yes$ ,Daniel is carrying two objects.
160,yes,$no$ ,Daniel is carrying no object.
161,no,$no$ ,Daniel is carrying three objects.
162,yes,$no$ ,Mary is carrying one object.
163,no,no ,Mary is carrying no object.
164,yes,$no$ ,Daniel is carrying one object.
165,no,$no$ ,Daniel is carrying three objects.
166,yes,$no$ ,Sandra is carrying one object.
167,no,$no$ ,Sandra is carrying no object.
168,yes,$no$ ,Daniel is carrying no object.
169,no,no ,Daniel is carrying two objects.
170,yes,$no$ ,Sandra is carrying no object.
171,no,$no$ ,Sandra is carrying three objects.
172,yes,no ,John is carrying no object.
173,no,Answer: no ,John is carrying one object.
174,yes,$no$ ,Mary is carrying no object.
175,no,$no$ ,Mary is carrying two objects.
176,yes,$no$ ,Daniel is carrying no object.
177,no,$no$ ,Daniel is carrying two objects.
178,yes,$no$ ,Daniel is carrying no object.
179,no,$no$ ,Daniel is carrying three objects.
180,yes,$no$ ,Daniel is carrying no object.
181,no,$no$ ,Daniel is carrying two objects.
182,yes,$yes$ ,Sandra is carrying two objects.
183,no,$no$ ,Sandra is carrying one object.
184,yes,$no$ ,Mary is carrying one object.
185,no,$no$ ,Mary is carrying two objects.
186,yes,$no$ ,Sandra is carrying one object.
187,no,$yes$ ,Sandra is carrying two objects.
188,yes,$yes$ ,John is carrying one object.
189,no,$yes$ ,John is carrying two objects.
190,yes,$yes$ ,John is carrying one object.
191,no,$no$ ,John is carrying no object.
192,yes,yes ,John is carrying one object.
193,no,no ,John is carrying no object.
194,yes,yes ,Mary is carrying one object.
195,no,no ,Mary is carrying no object.
196,yes,$no$ ,Daniel is carrying no object.
197,no,$no$ ,Daniel is carrying three objects.
198,yes,yes ,John is carrying one object.
199,no,$no$ ,John is carrying three objects.
