,target,output,question
138,yes,yes,The milk before the office was in the kitchen.
139,no,yes,The milk before the office was in the office.
140,yes,yes,The milk before the bathroom was in the garden.
141,no,yes,The milk before the bathroom was in the kitchen.
142,yes,yes,The milk before the kitchen was in the bedroom.
143,no,yes,The milk before the kitchen was in the hallway.
144,yes,yes,The apple before the office was in the hallway.
145,no,yes,The apple before the office was in the kitchen.
146,yes,yes,The milk before the kitchen was in the office.
147,no,yes,The milk before the kitchen was in the hallway.
148,yes,yes,The milk before the garden was in the bedroom.
149,no,yes,The milk before the garden was in the kitchen.
150,yes,$yes$,The apple before the bathroom was in the bedroom.
151,no,$yes$,The apple before the bathroom was in the office.
152,yes,yes,The apple before the hallway was in the bathroom.
153,no,yes,The apple before the hallway was in the office.
154,yes,yes,The milk before the kitchen was in the bedroom.
155,no,yes,The milk before the kitchen was in the office.
156,yes,yes,The apple before the hallway was in the bathroom.
157,no,yes,The apple before the hallway was in the bedroom.
158,yes,yes,The apple before the bathroom was in the kitchen.
159,no,yes,The apple before the bathroom was in the bedroom.
160,yes,$yes$,The apple before the bedroom was in the garden.
161,no,$yes$,The apple before the bedroom was in the kitchen.
162,yes,yes,The apple before the garden was in the office.
163,no,yes,The apple before the garden was in the hallway.
164,yes,yes,The apple before the garden was in the kitchen.
165,no,yes,The apple before the garden was in the garden.
166,yes,yes,The apple before the bedroom was in the hallway.
167,no,yes,The apple before the bedroom was in the garden.
168,yes,yes,The milk before the hallway was in the garden.
169,no,yes,The milk before the hallway was in the kitchen.
170,yes,yes,The milk before the bedroom was in the kitchen.
171,no,yes,The milk before the bedroom was in the office.
172,yes,yes,The milk before the hallway was in the bedroom.
173,no,yes,The milk before the hallway was in the hallway.
174,yes,yes,The football before the bathroom was in the garden.
175,no,yes,The football before the bathroom was in the office.
176,yes,yes,The football before the hallway was in the garden.
177,no,yes,The football before the hallway was in the office.
178,yes,yes,The football before the garden was in the bathroom.
179,no,yes,The football before the garden was in the garden.
180,yes,yes,The apple before the bathroom was in the office.
181,no,yes,The apple before the bathroom was in the hallway.
182,yes,yes,The apple before the office was in the kitchen.
183,no,yes,The apple before the office was in the hallway.
184,yes,yes,The football before the office was in the bathroom.
185,no,yes,The football before the office was in the garden.
186,yes,yes,The milk before the kitchen was in the garden.
187,no,yes,The milk before the kitchen was in the bathroom.
188,yes,yes,The football before the hallway was in the office.
189,no,yes,The football before the hallway was in the bathroom.
190,yes,yes,The apple before the kitchen was in the bathroom.
191,no,yes,The apple before the kitchen was in the kitchen.
192,yes,$yes$,The apple before the kitchen was in the office.
193,no,$yes$,The apple before the kitchen was in the bedroom.
194,yes,yes,The apple before the bathroom was in the bedroom.
195,no,yes,The apple before the bathroom was in the office.
196,yes,yes,The football before the hallway was in the garden.
197,no,yes,The football before the hallway was in the office.
198,yes,yes,The football before the garden was in the bathroom.
199,no,yes,The football before the garden was in the kitchen.
