,target,output,question
70,yes,$yes$,To the south of the hallway is the kitchen.
71,no,$yes$,To the south of the hallway is the bedroom.
72,yes,$no$,To the west of the kitchen is the bathroom.
73,no,$yes$,To the west of the kitchen is the kitchen.
74,yes,$yes$,To the west of the bathroom is the kitchen.
75,no,$yes$,To the west of the bathroom is the hallway.
76,yes,$yes$,To the south of the garden is the bathroom.
77,no,$yes$,To the south of the garden is the office.
78,yes,$yes$,To the south of the garden is the bedroom.
79,no,$no$,To the south of the garden is the office.
80,yes,$no$,To the west of the bathroom is the bedroom.
81,no,$no$,To the west of the bathroom is the garden.
82,yes,$yes$,To the west of the fice is the garden.
83,no,$yes$,To the west of the fice is the office.
84,yes,$yes$,To the west of the hallway is the bathroom.
85,no,$yes$,To the west of the hallway is the garden.
86,yes,$yes$,To the north of the kitchen is the hallway.
87,no,$yes$,To the north of the kitchen is the bedroom.
88,yes,$yes$,To the north of the hallway is the bathroom.
89,no,$yes$,To the north of the hallway is the hallway.
90,yes,$no$,To the south of the bedroom is the office.
91,no,$no$,To the south of the bedroom is the garden.
92,yes,$no$,To the west of the fice is the kitchen.
93,no,$no$,To the west of the fice is the bathroom.
94,yes,$yes$,To the south of the fice is the bedroom.
95,no,$yes$,To the south of the fice is the office.
96,yes,$no$,To the east of the kitchen is the office.
97,no,$yes$,To the east of the kitchen is the garden.
98,yes,$yes$,To the south of the bathroom is the hallway.
99,no,$yes$,To the south of the bathroom is the bedroom.
100,yes,$yes$,To the east of the bathroom is the hallway.
101,no,$yes$,To the east of the bathroom is the office.
102,yes,$no$,To the south of the fice is the bathroom.
103,no,$no$,To the south of the fice is the bedroom.
104,yes,$yes$,To the east of the hallway is the office.
105,no,$yes$,To the east of the hallway is the bedroom.
106,yes,$yes$,To the south of the bedroom is the kitchen.
107,no,$yes$,To the south of the bedroom is the garden.
108,yes,$yes$,To the west of the hallway is the kitchen.
109,no,$yes$,To the west of the hallway is the office.
110,yes,$no$,To the east of the bedroom is the bathroom.
111,no,$yes$,To the east of the bedroom is the kitchen.
112,yes,$yes$,To the south of the kitchen is the bedroom.
113,no,$yes$,To the south of the kitchen is the garden.
114,yes,$no$,To the west of the kitchen is the office.
115,no,$no$,To the west of the kitchen is the bedroom.
116,yes,$yes$,To the south of the hallway is the kitchen.
117,no,$yes$,To the south of the hallway is the office.
118,yes,$yes$,To the east of the bedroom is the office.
119,no,$yes$,To the east of the bedroom is the bathroom.
120,yes,$yes$,To the east of the kitchen is the bathroom.
121,no,$yes$,To the east of the kitchen is the kitchen.
122,yes,$yes$,To the south of the bathroom is the kitchen.
123,no,$yes$,To the south of the bathroom is the office.
124,yes,$yes$,To the north of the kitchen is the bedroom.
125,no,$no$,To the north of the kitchen is the kitchen.
126,yes,$no$,To the east of the garden is the kitchen.
127,no,$no$,To the east of the garden is the office.
128,yes,$yes$,To the south of the hallway is the kitchen.
129,no,$yes$,To the south of the hallway is the hallway.
130,yes,$yes$,To the east of the garden is the kitchen.
131,no,$yes$,To the east of the garden is the office.
132,yes,$yes$,To the north of the garden is the hallway.
133,no,$yes$,To the north of the garden is the garden.
134,yes,$no$,To the south of the bedroom is the garden.
135,no,$no$,To the south of the bedroom is the kitchen.
136,yes,$yes$,To the south of the hallway is the garden.
137,no,$yes$,To the south of the hallway is the bedroom.
138,yes,$no$,To the west of the kitchen is the office.
139,no,$no$,To the west of the kitchen is the kitchen.
140,yes,$no$,To the east of the fice is the bedroom.
141,no,$no$,To the east of the fice is the garden.
142,yes,$yes$,To the south of the kitchen is the hallway.
143,no,$yes$,To the south of the kitchen is the office.
144,yes,$yes$,To the east of the garden is the bedroom.
145,no,$yes$,To the east of the garden is the garden.
146,yes,$yes$,To the west of the kitchen is the bedroom.
147,no,$yes$,To the west of the kitchen is the office.
148,yes,$no$,To the west of the fice is the kitchen.
149,no,$no$,To the west of the fice is the bathroom.
150,yes,$yes$,To the west of the bedroom is the bathroom.
151,no,$yes$,To the west of the bedroom is the office.
152,yes,$no$,To the south of the bathroom is the office.
153,no,$no$,To the south of the bathroom is the bathroom.
154,yes,$yes$,To the north of the garden is the hallway.
155,no,$yes$,To the north of the garden is the kitchen.
156,yes,$no$,To the west of the bedroom is the bathroom.
157,no,$yes$,To the west of the bedroom is the garden.
158,yes,$yes$,To the north of the bedroom is the kitchen.
159,no,$yes$,To the north of the bedroom is the bathroom.
160,yes,$no$,To the east of the kitchen is the bedroom.
161,no,$no$,To the east of the kitchen is the bathroom.
162,yes,$no$,To the east of the bathroom is the garden.
163,no,$no$,To the east of the bathroom is the bedroom.
164,yes,$yes$,To the west of the garden is the hallway.
165,no,$yes$,To the west of the garden is the office.
166,yes,$no$,To the north of the fice is the kitchen.
167,no,$no$,To the north of the fice is the hallway.
168,yes,$yes$,To the east of the bathroom is the bedroom.
169,no,$yes$,To the east of the bathroom is the hallway.
170,yes,$yes$,To the east of the garden is the kitchen.
171,no,$yes$,To the east of the garden is the bathroom.
172,yes,$yes$,To the west of the hallway is the kitchen.
173,no,$yes$,To the west of the hallway is the office.
174,yes,$no$,To the east of the garden is the bathroom.
175,no,$no$,To the east of the garden is the garden.
176,yes,$yes$,To the north of the fice is the hallway.
177,no,$no$,To the north of the fice is the bathroom.
178,yes,$yes$,To the east of the fice is the bathroom.
179,no,$yes$,To the east of the fice is the kitchen.
180,yes,$no$,To the north of the garden is the bathroom.
181,no,$yes$,To the north of the garden is the garden.
182,yes,$yes$,To the east of the bedroom is the hallway.
183,no,$yes$,To the east of the bedroom is the bedroom.
184,yes,$yes$,To the south of the hallway is the kitchen.
185,no,$yes$,To the south of the hallway is the bathroom.
186,yes,$yes$,To the north of the garden is the hallway.
187,no,$yes$,To the north of the garden is the office.
188,yes,$yes$,To the west of the bathroom is the kitchen.
189,no,$yes$,To the west of the bathroom is the bathroom.
190,yes,$no$,To the north of the garden is the bathroom.
191,no,$no$,To the north of the garden is the office.
192,yes,$no$,To the south of the bedroom is the bathroom.
193,no,$yes$,To the south of the bedroom is the hallway.
194,yes,$no$,To the west of the bedroom is the bathroom.
195,no,$no$,To the west of the bedroom is the kitchen.
196,yes,$yes$,To the south of the hallway is the bedroom.
197,no,$yes$,To the south of the hallway is the garden.
198,yes,$no$,To the north of the bedroom is the kitchen.
199,no,$no$,To the north of the bedroom is the bathroom.
