,target,output,question
182,yes,$yes$,To the east of the bedroom is the hallway.
183,no,$yes$,To the east of the bedroom is the kitchen.
184,yes,yes,To the south of the hallway is the kitchen.
185,no,yes,To the south of the hallway is the garden.
186,yes,$yes$,To the north of the garden is the hallway.
187,no,$yes$,To the north of the garden is the garden.
188,yes,$yes$,To the west of the bathroom is the kitchen.
189,no,$yes$,To the west of the bathroom is the bathroom.
190,yes,$yes$,To the north of the garden is the bathroom.
191,no,$yes$,To the north of the garden is the office.
192,yes,$yes$,To the south of the bedroom is the bathroom.
193,no,$yes$,To the south of the bedroom is the garden.
194,yes,yes,To the west of the bedroom is the bathroom.
195,no,yes,To the west of the bedroom is the office.
196,yes,$yes$,To the south of the hallway is the bedroom.
197,no,$yes$,To the south of the hallway is the bathroom.
198,yes,$yes$,To the north of the bedroom is the kitchen.
199,no,$yes$,To the north of the bedroom is the bedroom.
