,target,output,question
72,yes,$no$,The milk is in the office.
73,no,$no$,The milk is in the garden.
74,yes,$yes$,The milk is in the hallway.
75,no,$yes$,The milk is in the bathroom.
76,yes,$no$,The milk is in the bathroom.
77,no,$yes$,The milk is in the kitchen.
78,yes,$yes$,The milk is in the bathroom.
79,no,$yes$,The milk is in the office.
80,yes,$no$,The football is in the bathroom.
81,no,$no$,The football is in the office.
82,yes,$no$,The football is in the hallway.
83,no,$no$,The football is in the bathroom.
84,yes,$yes$,The apple is in the garden.
85,no,$no$,The apple is in the kitchen.
86,yes,$no$,The apple is in the bedroom.
87,no,$yes$,The apple is in the garden.
88,yes,$no$,The milk is in the kitchen.
89,no,$no$,The milk is in the office.
90,yes,$no$,The milk is in the bedroom.
91,no,$yes$,The milk is in the kitchen.
92,yes,$yes$,The apple is in the hallway.
93,no,$no$,The apple is in the bedroom.
94,yes,$no$,The milk is in the garden.
95,no,$yes$,The milk is in the office.
96,yes,$yes$,The football is in the kitchen.
97,no,$yes$,The football is in the office.
98,yes,$no$,The football is in the bathroom.
99,no,$no$,The football is in the bedroom.
100,yes,$yes$,The milk is in the garden.
101,no,$yes$,The milk is in the bathroom.
102,yes,$yes$,The apple is in the bedroom.
103,no,$yes$,The apple is in the office.
104,yes,$no$,The milk is in the hallway.
105,no,$no$,The milk is in the bedroom.
106,yes,$no$,The milk is in the hallway.
107,no,$no$,The milk is in the garden.
108,yes,$no$,The milk is in the office.
109,no,$no$,The milk is in the garden.
110,yes,$yes$,The apple is in the kitchen.
111,no,$yes$,The apple is in the garden.
112,yes,$no$,The milk is in the bathroom.
113,no,$no$,The milk is in the office.
114,yes,$no$,The milk is in the bathroom.
115,no,$yes$,The milk is in the kitchen.
116,yes,$yes$,The football is in the office.
117,no,$yes$,The football is in the kitchen.
118,yes,$no$,The football is in the garden.
119,no,$no$,The football is in the office.
120,yes,$no$,The apple is in the kitchen.
121,no,$no$,The apple is in the office.
122,yes,$no$,The apple is in the bathroom.
123,no,$no$,The apple is in the garden.
124,yes,$yes$,The football is in the garden.
125,no,$yes$,The football is in the office.
126,yes,$no$,The milk is in the bathroom.
127,no,$no$,The milk is in the office.
128,yes,$no$,The milk is in the bathroom.
129,no,$no$,The milk is in the office.
130,yes,$no$,The milk is in the hallway.
131,no,$no$,The milk is in the bathroom.
132,yes,$no$,The football is in the bedroom.
133,no,$no$,The football is in the garden.
134,yes,$yes$,The football is in the garden.
135,no,$yes$,The football is in the kitchen.
136,yes,$no$,The football is in the bedroom.
137,no,$no$,The football is in the bathroom.
138,yes,$no$,The apple is in the bathroom.
139,no,$no$,The apple is in the garden.
140,yes,$yes$,The milk is in the garden.
141,no,$yes$,The milk is in the bathroom.
142,yes,$yes$,The milk is in the office.
143,no,$no$,The milk is in the bedroom.
144,yes,$yes$,The football is in the office.
145,no,$yes$,The football is in the garden.
146,yes,$yes$,The football is in the hallway.
147,no,$no$,The football is in the bathroom.
148,yes,$no$,The football is in the garden.
149,no,$no$,The football is in the bedroom.
150,yes,$no$,The milk is in the office.
151,no,$no$,The milk is in the hallway.
152,yes,$no$,The football is in the kitchen.
153,no,$no$,The football is in the bathroom.
154,yes,$no$,The milk is in the office.
155,no,$no$,The milk is in the hallway.
156,yes,$yes$,The apple is in the kitchen.
157,no,$yes$,The apple is in the hallway.
158,yes,$yes$,The football is in the kitchen.
159,no,$yes$,The football is in the bedroom.
160,yes,$no$,The football is in the office.
161,no,$no$,The football is in the garden.
162,yes,$no$,The apple is in the kitchen.
163,no,$no$,The apple is in the hallway.
164,yes,$yes$,The apple is in the office.
165,no,$yes$,The apple is in the hallway.
166,yes,$no$,The football is in the bathroom.
167,no,$no$,The football is in the bedroom.
168,yes,$no$,The football is in the bathroom.
169,no,$no$,The football is in the garden.
170,yes,$yes$,The milk is in the office.
171,no,$yes$,The milk is in the hallway.
172,yes,$no$,The apple is in the bathroom.
173,no,$no$,The apple is in the kitchen.
174,yes,$no$,The milk is in the bedroom.
175,no,$no$,The milk is in the office.
176,yes,$no$,The apple is in the hallway.
177,no,$no$,The apple is in the bathroom.
178,yes,$no$,The milk is in the bedroom.
179,no,$no$,The milk is in the garden.
180,yes,$no$,The apple is in the bedroom.
181,no,$no$,The apple is in the office.
182,yes,$no$,The football is in the bathroom.
183,no,$no$,The football is in the hallway.
184,yes,$no$,The football is in the bedroom.
185,no,$no$,The football is in the bathroom.
186,yes,$no$,The football is in the bedroom.
187,no,$no$,The football is in the hallway.
188,yes,$no$,The apple is in the bedroom.
189,no,$no$,The apple is in the bathroom.
190,yes,$no$,The football is in the kitchen.
191,no,$no$,The football is in the bathroom.
192,yes,$no$,The milk is in the garden.
193,no,$no$,The milk is in the bathroom.
194,yes,$yes$,The milk is in the office.
195,no,$yes$,The milk is in the kitchen.
196,yes,$no$,The milk is in the bedroom.
197,no,$no$,The milk is in the office.
198,yes,$yes$,The apple is in the kitchen.
199,no,$yes$,The apple is in the hallway.
