,target,output,question
63,no,$yes$,The milk before the garden was in the bathroom.
64,yes,$yes$,The milk before the garden was in the office.
65,no,$yes$,The milk before the garden was in the bedroom.
66,yes,$yes$,The milk before the garden was in the bedroom.
67,no,$yes$,The milk before the garden was in the office.
68,yes,$yes$,The football before the bedroom was in the hallway.
69,no,$yes$,The football before the bedroom was in the bedroom.
70,yes,$yes$,The apple before the bathroom was in the hallway.
71,no,$yes$,The apple before the bathroom was in the kitchen.
72,yes,$yes$,The milk before the bathroom was in the office.
73,no,$yes$,The milk before the bathroom was in the garden.
74,yes,$yes$,The football before the bedroom was in the garden.
75,no,$yes$,The football before the bedroom was in the bathroom.
76,yes,$yes$,The milk before the kitchen was in the office.
77,no,$yes$,The milk before the kitchen was in the hallway.
78,yes,$yes$,The milk before the bedroom was in the garden.
79,no,$yes$,The milk before the bedroom was in the office.
80,yes,$yes$,The football before the bathroom was in the hallway.
81,no,$yes$,The football before the bathroom was in the bathroom.
82,yes,$yes$,The apple before the bedroom was in the kitchen.
83,no,$yes$,The apple before the bedroom was in the hallway.
84,yes,$yes$,The apple before the office was in the garden.
85,no,$yes$,The apple before the office was in the kitchen.
86,yes,$yes$,The apple before the garden was in the bedroom.
87,no,$yes$,The apple before the garden was in the kitchen.
88,yes,$yes$,The apple before the bedroom was in the kitchen.
89,no,$yes$,The apple before the bedroom was in the garden.
90,yes,$yes$,The apple before the bathroom was in the garden.
91,no,$yes$,The apple before the bathroom was in the hallway.
92,yes,$yes$,The football before the bedroom was in the office.
93,no,$yes$,The football before the bedroom was in the kitchen.
94,yes,$yes$,The football before the garden was in the office.
95,no,$yes$,The football before the garden was in the hallway.
96,yes,$yes$,The apple before the kitchen was in the bathroom.
97,no,$yes$,The apple before the kitchen was in the garden.
98,yes,$yes$,The football before the office was in the bathroom.
99,no,$yes$,The football before the office was in the bedroom.
100,yes,$yes$,The football before the kitchen was in the bedroom.
101,no,$yes$,The football before the kitchen was in the garden.
102,yes,$yes$,The football before the kitchen was in the bedroom.
103,no,$yes$,The football before the kitchen was in the kitchen.
104,yes,$yes$,The milk before the bedroom was in the garden.
105,no,$yes$,The milk before the bedroom was in the bathroom.
106,yes,$yes$,The milk before the hallway was in the bathroom.
107,no,$yes$,The milk before the hallway was in the office.
108,yes,$yes$,The apple before the office was in the garden.
109,no,$yes$,The apple before the office was in the office.
110,yes,$yes$,The football before the kitchen was in the garden.
111,no,$yes$,The football before the kitchen was in the bathroom.
112,yes,$yes$,The milk before the hallway was in the office.
113,no,$yes$,The milk before the hallway was in the bathroom.
114,yes,$yes$,The milk before the office was in the bathroom.
115,no,$yes$,The milk before the office was in the office.
116,yes,$yes$,The football before the office was in the bedroom.
117,no,$yes$,The football before the office was in the hallway.
118,yes,$yes$,The milk before the office was in the garden.
119,no,$yes$,The milk before the office was in the office.
120,yes,$yes$,The milk before the office was in the garden.
121,no,$yes$,The milk before the office was in the bedroom.
122,yes,$yes$,The milk before the hallway was in the garden.
123,no,$yes$,The milk before the hallway was in the kitchen.
124,yes,$no$,The football before the kitchen was in the hallway.
125,no,$yes$,The football before the kitchen was in the kitchen.
126,yes,$yes$,The apple before the hallway was in the bathroom.
127,no,$yes$,The apple before the hallway was in the garden.
128,yes,$yes$,The milk before the kitchen was in the bathroom.
129,no,$yes$,The milk before the kitchen was in the bedroom.
130,yes,$yes$,The milk before the kitchen was in the bathroom.
131,no,$yes$,The milk before the kitchen was in the kitchen.
132,yes,$yes$,The milk before the garden was in the office.
133,no,$yes$,The milk before the garden was in the hallway.
134,yes,$yes$,The milk before the bedroom was in the hallway.
135,no,$yes$,The milk before the bedroom was in the office.
136,yes,$yes$,The milk before the bedroom was in the kitchen.
137,no,$yes$,The milk before the bedroom was in the bedroom.
138,yes,$yes$,The milk before the office was in the kitchen.
139,no,$yes$,The milk before the office was in the garden.
140,yes,$yes$,The milk before the bathroom was in the garden.
141,no,$yes$,The milk before the bathroom was in the office.
142,yes,$yes$,The milk before the kitchen was in the bedroom.
143,no,$yes$,The milk before the kitchen was in the hallway.
144,yes,$yes$,The apple before the office was in the hallway.
145,no,$yes$,The apple before the office was in the kitchen.
146,yes,$yes$,The milk before the kitchen was in the office.
147,no,$yes$,The milk before the kitchen was in the bedroom.
148,yes,$yes$,The milk before the garden was in the bedroom.
149,no,$yes$,The milk before the garden was in the kitchen.
150,yes,$yes$,The apple before the bathroom was in the bedroom.
151,no,$yes$,The apple before the bathroom was in the bathroom.
152,yes,$yes$,The apple before the hallway was in the bathroom.
153,no,$yes$,The apple before the hallway was in the garden.
154,yes,$yes$,The milk before the kitchen was in the bedroom.
155,no,$yes$,The milk before the kitchen was in the office.
156,yes,$yes$,The apple before the hallway was in the bathroom.
157,no,$yes$,The apple before the hallway was in the hallway.
158,yes,$yes$,The apple before the bathroom was in the kitchen.
159,no,$yes$,The apple before the bathroom was in the bedroom.
160,yes,$yes$,The apple before the bedroom was in the garden.
161,no,$yes$,The apple before the bedroom was in the hallway.
162,yes,$yes$,The apple before the garden was in the office.
163,no,$yes$,The apple before the garden was in the hallway.
164,yes,$yes$,The apple before the garden was in the kitchen.
165,no,$no$,The apple before the garden was in the office.
166,yes,$yes$,The apple before the bedroom was in the hallway.
167,no,$yes$,The apple before the bedroom was in the bathroom.
168,yes,$yes$,The milk before the hallway was in the garden.
169,no,$yes$,The milk before the hallway was in the bedroom.
170,yes,$yes$,The milk before the bedroom was in the kitchen.
171,no,$yes$,The milk before the bedroom was in the bedroom.
172,yes,$yes$,The milk before the hallway was in the bedroom.
173,no,$yes$,The milk before the hallway was in the office.
174,yes,$yes$,The football before the bathroom was in the garden.
175,no,$yes$,The football before the bathroom was in the kitchen.
176,yes,$yes$,The football before the hallway was in the garden.
177,no,$yes$,The football before the hallway was in the bathroom.
178,yes,$yes$,The football before the garden was in the bathroom.
179,no,$yes$,The football before the garden was in the hallway.
180,yes,$yes$,The apple before the bathroom was in the office.
181,no,$yes$,The apple before the bathroom was in the bedroom.
182,yes,$yes$,The apple before the office was in the kitchen.
183,no,$yes$,The apple before the office was in the bathroom.
184,yes,$yes$,The football before the office was in the bathroom.
185,no,$yes$,The football before the office was in the bedroom.
186,yes,$yes$,The milk before the kitchen was in the garden.
187,no,$yes$,The milk before the kitchen was in the hallway.
188,yes,$yes$,The football before the hallway was in the office.
189,no,$yes$,The football before the hallway was in the garden.
190,yes,$yes$,The apple before the kitchen was in the bathroom.
191,no,$yes$,The apple before the kitchen was in the bedroom.
192,yes,$yes$,The apple before the kitchen was in the office.
193,no,$yes$,The apple before the kitchen was in the garden.
194,yes,$yes$,The apple before the bathroom was in the bedroom.
195,no,$yes$,The apple before the bathroom was in the garden.
196,yes,$yes$,The football before the hallway was in the garden.
197,no,$yes$,The football before the hallway was in the hallway.
198,yes,$yes$,The football before the garden was in the bathroom.
199,no,$yes$,The football before the garden was in the hallway.
