,target,output,question
66,yes,$yes$,Daniel is carrying one object.
67,no,$no$,Daniel is carrying three objects.
68,yes,$no$,Mary is carrying no object.
69,no,$no$,Mary is carrying two objects.
70,yes,$no$,Mary is carrying one object.
71,no,$no$,Mary is carrying two objects.
72,yes,$yes$,Sandra is carrying one object.
73,no,$yes$,Sandra is carrying three objects.
74,yes,$no$,Mary is carrying no object.
75,no,$no$,Mary is carrying three objects.
76,yes,$yes$,Sandra is carrying one object.
77,no,$yes$,Sandra is carrying two objects.
78,yes,$no$,Mary is carrying one object.
79,no,$no$,Mary is carrying no object.
80,yes,$no$,Sandra is carrying no object.
81,no,$yes$,Sandra is carrying two objects.
82,yes,$no$,Mary is carrying no object.
83,no,$no$,Mary is carrying one object.
84,yes,$no$,Sandra is carrying one object.
85,no,$no$,Sandra is carrying no object.
86,yes,$yes$,Daniel is carrying one object.
87,no,$no$,Daniel is carrying three objects.
88,yes,$no$,Sandra is carrying one object.
89,no,$yes$,Sandra is carrying two objects.
90,yes,$no$,Sandra is carrying one object.
91,no,$no$,Sandra is carrying three objects.
92,yes,$yes$,Sandra is carrying no object.
93,no,$yes$,Sandra is carrying one object.
94,yes,$no$,John is carrying two objects.
95,no,$no$,John is carrying three objects.
96,yes,$no$,Mary is carrying one object.
97,no,$no$,Mary is carrying three objects.
98,yes,$yes$,Mary is carrying no object.
99,no,$no$,Mary is carrying one object.
100,yes,$no$,Sandra is carrying one object.
101,no,$no$,Sandra is carrying three objects.
102,yes,$yes$,Sandra is carrying no object.
103,no,$yes$,Sandra is carrying one object.
104,yes,$no$,Mary is carrying one object.
105,no,$no$,Mary is carrying three objects.
106,yes,$no$,Sandra is carrying no object.
107,no,$yes$,Sandra is carrying two objects.
108,yes,$yes$,Daniel is carrying one object.
109,no,$no$,Daniel is carrying no object.
110,yes,$yes$,Daniel is carrying no object.
111,no,$no$,Daniel is carrying two objects.
112,yes,$yes$,John is carrying one object.
113,no,$no$,John is carrying three objects.
114,yes,$yes$,Daniel is carrying one object.
115,no,$no$,Daniel is carrying three objects.
116,yes,$no$,John is carrying no object.
117,no,$no$,John is carrying two objects.
118,yes,$yes$,Daniel is carrying two objects.
119,no,$yes$,Daniel is carrying one object.
120,yes,$yes$,Daniel is carrying one object.
121,no,$yes$,Daniel is carrying no object.
122,yes,$no$,Sandra is carrying no object.
123,no,$no$,Sandra is carrying one object.
124,yes,$yes$,Daniel is carrying one object.
125,no,$no$,Daniel is carrying two objects.
126,yes,$yes$,John is carrying one object.
127,no,$no$,John is carrying two objects.
128,yes,$yes$,Daniel is carrying no object.
129,no,$yes$,Daniel is carrying one object.
130,yes,$yes$,Sandra is carrying no object.
131,no,$yes$,Sandra is carrying one object.
132,yes,$yes$,John is carrying one object.
133,no,$no$,John is carrying no object.
134,yes,$no$,Mary is carrying one object.
135,no,$no$,Mary is carrying two objects.
136,yes,$yes$,John is carrying no object.
137,no,$yes$,John is carrying one object.
138,yes,$yes$,Sandra is carrying no object.
139,no,$yes$,Sandra is carrying two objects.
140,yes,$no$,Sandra is carrying no object.
141,no,$yes$,Sandra is carrying one object.
142,yes,$yes$,Mary is carrying no object.
143,no,$no$,Mary is carrying three objects.
144,yes,$yes$,Mary is carrying no object.
145,no,$no$,Mary is carrying one object.
146,yes,$no$,Mary is carrying no object.
147,no,$no$,Mary is carrying three objects.
148,yes,$yes$,John is carrying no object.
149,no,$yes$,John is carrying one object.
150,yes,$no$,John is carrying no object.
151,no,$no$,John is carrying three objects.
152,yes,$no$,Mary is carrying no object.
153,no,$no$,Mary is carrying three objects.
154,yes,$yes$,John is carrying one object.
155,no,$no$,John is carrying two objects.
156,yes,$yes$,Sandra is carrying no object.
157,no,$yes$,Sandra is carrying three objects.
158,yes,$yes$,Daniel is carrying one object.
159,no,$no$,Daniel is carrying three objects.
160,yes,$no$,Daniel is carrying no object.
161,no,$no$,Daniel is carrying three objects.
162,yes,$no$,Mary is carrying one object.
163,no,$no$,Mary is carrying two objects.
164,yes,$yes$,Daniel is carrying one object.
165,no,$no$,Daniel is carrying two objects.
166,yes,$yes$,Sandra is carrying one object.
167,no,$yes$,Sandra is carrying no object.
168,yes,$no$,Daniel is carrying no object.
169,no,$yes$,Daniel is carrying one object.
170,yes,$yes$,Sandra is carrying no object.
171,no,$yes$,Sandra is carrying two objects.
172,yes,$no$,John is carrying no object.
173,no,$no$,John is carrying three objects.
174,yes,$yes$,Mary is carrying no object.
175,no,$no$,Mary is carrying one object.
176,yes,$no$,Daniel is carrying no object.
177,no,$no$,Daniel is carrying two objects.
178,yes,$yes$,Daniel is carrying no object.
179,no,$no$,Daniel is carrying three objects.
180,yes,$no$,Daniel is carrying no object.
181,no,$yes$,Daniel is carrying one object.
182,yes,$yes$,Sandra is carrying two objects.
183,no,$yes$,Sandra is carrying one object.
184,yes,$no$,Mary is carrying one object.
185,no,$no$,Mary is carrying three objects.
186,yes,$yes$,Sandra is carrying one object.
187,no,$yes$,Sandra is carrying three objects.
188,yes,$yes$,John is carrying one object.
189,no,$no$,John is carrying two objects.
190,yes,$yes$,John is carrying one object.
191,no,$no$,John is carrying three objects.
192,yes,$yes$,John is carrying one object.
193,no,$no$,John is carrying no object.
194,yes,$no$,Mary is carrying one object.
195,no,$no$,Mary is carrying three objects.
196,yes,$yes$,Daniel is carrying no object.
197,no,$no$,Daniel is carrying two objects.
198,yes,$yes$,John is carrying one object.
199,no,$yes$,John is carrying two objects.
