,target,output,question
53,no,$yes$,The football before the bathroom was in the bedroom.
54,yes,$yes$,The milk before the garden was in the kitchen.
55,no,$yes$,The milk before the garden was in the bathroom.
56,yes,$yes$,The football before the bathroom was in the bedroom.
57,no,$yes$,The football before the bathroom was in the hallway.
58,yes,$yes$,The milk before the bathroom was in the bedroom.
59,no,$yes$,The milk before the bathroom was in the garden.
60,yes,no,The apple before the bedroom was in the hallway.
61,no,no,The apple before the bedroom was in the garden.
62,yes,$yes$,The football before the hallway was in the bathroom.
63,no,$yes$,The football before the hallway was in the kitchen.
64,yes,$yes$,The apple before the garden was in the kitchen.
65,no,no,The apple before the garden was in the office.
66,yes,$yes$,The football before the garden was in the hallway.
67,no,$yes$,The football before the garden was in the bathroom.
68,yes,$yes$,The apple before the garden was in the hallway.
69,no,yes,The apple before the garden was in the bathroom.
70,yes,$yes$,The milk before the office was in the bedroom.
71,no,$yes$,The milk before the office was in the hallway.
72,yes,$yes$,The football before the office was in the bedroom.
73,no,$yes$,The football before the office was in the bathroom.
74,yes,yes,The apple before the bedroom was in the kitchen.
75,no,yes,The apple before the bedroom was in the bathroom.
76,yes,$yes$,The milk before the bedroom was in the bathroom.
77,no,$no$,The milk before the bedroom was in the office.
78,yes,$yes$,The milk before the bedroom was in the garden.
79,no,no,The milk before the bedroom was in the office.
80,yes,$yes$,The football before the kitchen was in the garden.
81,no,$yes$,The football before the kitchen was in the bedroom.
82,yes,no,The football before the bathroom was in the office.
83,no,$yes$,The football before the bathroom was in the bathroom.
84,yes,$yes$,The football before the bedroom was in the garden.
85,no,$yes$,The football before the bedroom was in the bedroom.
86,yes,no,The milk before the office was in the garden.
87,no,no,The milk before the office was in the bathroom.
88,yes,$no$,The milk before the office was in the garden.
89,no,$yes$,The milk before the office was in the hallway.
90,yes,$yes$,The milk before the hallway was in the garden.
91,no,yes,The milk before the hallway was in the bathroom.
92,yes,$yes$,The football before the garden was in the hallway.
93,no,$yes$,The football before the garden was in the office.
94,yes,$yes$,The football before the bedroom was in the garden.
95,no,$yes$,The football before the bedroom was in the bedroom.
96,yes,$yes$,The football before the kitchen was in the office.
97,no,$yes$,The football before the kitchen was in the bathroom.
98,yes,no,The apple before the kitchen was in the office.
99,no,$yes$,The apple before the kitchen was in the kitchen.
100,yes,yes,The apple before the office was in the hallway.
101,no,yes,The apple before the office was in the bathroom.
102,yes,yes,The milk before the office was in the kitchen.
103,no,yes,The milk before the office was in the bedroom.
104,yes,$yes$,The football before the bedroom was in the garden.
105,no,$yes$,The football before the bedroom was in the kitchen.
106,yes,$yes$,The apple before the kitchen was in the hallway.
107,no,$yes$,The apple before the kitchen was in the kitchen.
108,yes,$yes$,The football before the hallway was in the bathroom.
109,no,$yes$,The football before the hallway was in the garden.
110,yes,$yes$,The milk before the bedroom was in the hallway.
111,no,$yes$,The milk before the bedroom was in the kitchen.
112,yes,$no$,The milk before the office was in the garden.
113,no,$no$,The milk before the office was in the bathroom.
114,yes,$yes$,The football before the garden was in the bathroom.
115,no,$yes$,The football before the garden was in the hallway.
116,yes,yes,The football before the kitchen was in the garden.
117,no,no,The football before the kitchen was in the office.
118,yes,$yes$,The milk before the office was in the bedroom.
119,no,$yes$,The milk before the office was in the bathroom.
120,yes,$yes$,The apple before the kitchen was in the bathroom.
121,no,$yes$,The apple before the kitchen was in the bedroom.
122,yes,$yes$,The football before the hallway was in the kitchen.
123,no,$yes$,The football before the hallway was in the bedroom.
124,yes,$yes$,The milk before the garden was in the office.
125,no,$yes$,The milk before the garden was in the bathroom.
126,yes,$yes$,The milk before the office was in the kitchen.
127,no,$yes$,The milk before the office was in the bathroom.
128,yes,$yes$,The apple before the office was in the hallway.
129,no,$yes$,The apple before the office was in the kitchen.
130,yes,yes,The apple before the bathroom was in the bedroom.
131,no,yes,The apple before the bathroom was in the kitchen.
132,yes,no,The apple before the kitchen was in the office.
133,no,yes,The apple before the kitchen was in the bedroom.
134,yes,$yes$,The football before the hallway was in the kitchen.
135,no,$yes$,The football before the hallway was in the bathroom.
136,yes,$yes$,The football before the office was in the garden.
137,no,$yes$,The football before the office was in the office.
138,yes,$yes$,The milk before the garden was in the kitchen.
139,no,$yes$,The milk before the garden was in the bedroom.
140,yes,yes,The football before the bedroom was in the hallway.
141,no,yes,The football before the bedroom was in the kitchen.
142,yes,$yes$,The apple before the kitchen was in the garden.
143,no,$yes$,The apple before the kitchen was in the hallway.
144,yes,$yes$,The apple before the garden was in the bedroom.
145,no,no,The apple before the garden was in the office.
146,yes,no,The apple before the garden was in the office.
147,no,$yes$,The apple before the garden was in the hallway.
148,yes,$yes$,The milk before the hallway was in the bathroom.
149,no,$yes$,The milk before the hallway was in the office.
150,yes,$yes$,The football before the bedroom was in the kitchen.
151,no,$yes$,The football before the bedroom was in the garden.
152,yes,$yes$,The football before the bathroom was in the hallway.
153,no,$yes$,The football before the bathroom was in the bathroom.
154,yes,$yes$,The apple before the garden was in the bedroom.
155,no,$yes$,The apple before the garden was in the kitchen.
156,yes,$yes$,The football before the hallway was in the kitchen.
157,no,$yes$,The football before the hallway was in the office.
158,yes,$yes$,The milk before the bathroom was in the garden.
159,no,$yes$,The milk before the bathroom was in the hallway.
160,yes,$yes$,The apple before the garden was in the bathroom.
161,no,$yes$,The apple before the garden was in the bedroom.
162,yes,$yes$,The football before the kitchen was in the hallway.
163,no,$yes$,The football before the kitchen was in the garden.
164,yes,$yes$,The football before the kitchen was in the hallway.
165,no,yes,The football before the kitchen was in the office.
166,yes,$yes$,The milk before the bathroom was in the kitchen.
167,no,$yes$,The milk before the bathroom was in the bedroom.
168,yes,$yes$,The milk before the bedroom was in the hallway.
169,no,$no$,The milk before the bedroom was in the garden.
170,yes,$yes$,The milk before the bedroom was in the bathroom.
171,no,no,The milk before the bedroom was in the office.
172,yes,yes,The football before the office was in the bedroom.
173,no,$yes$,The football before the office was in the kitchen.
174,yes,$yes$,The apple before the bedroom was in the hallway.
175,no,$yes$,The apple before the bedroom was in the office.
176,yes,$no$,The apple before the kitchen was in the garden.
177,no,$yes$,The apple before the kitchen was in the bathroom.
178,yes,$yes$,The apple before the garden was in the bathroom.
179,no,$yes$,The apple before the garden was in the bedroom.
180,yes,no,The football before the bedroom was in the office.
181,no,$yes$,The football before the bedroom was in the kitchen.
182,yes,$yes$,The apple before the bedroom was in the hallway.
183,no,$yes$,The apple before the bedroom was in the garden.
184,yes,$yes$,The milk before the kitchen was in the garden.
185,no,$yes$,The milk before the kitchen was in the office.
186,yes,$yes$,The milk before the bedroom was in the garden.
187,no,$yes$,The milk before the bedroom was in the bathroom.
188,yes,$yes$,The apple before the garden was in the kitchen.
189,no,$no$,The apple before the garden was in the office.
190,yes,$yes$,The milk before the hallway was in the bedroom.
191,no,$yes$,The milk before the hallway was in the hallway.
192,yes,$yes$,The football before the hallway was in the bathroom.
193,no,$yes$,The football before the hallway was in the hallway.
194,yes,$yes$,The football before the office was in the bedroom.
195,no,$yes$,The football before the office was in the kitchen.
196,yes,$yes$,The football before the garden was in the bathroom.
197,no,$yes$,The football before the garden was in the bedroom.
198,yes,$yes$,The apple before the hallway was in the bedroom.
199,no,$yes$,The apple before the hallway was in the bathroom.
