,target,output,question
157,no,$yes$,Sandra is carrying three objects.
158,yes,$yes$,Daniel is carrying one object.
159,no,$no$,Daniel is carrying no object.
160,yes,$no$,Daniel is carrying no object.
161,no,$yes$,Daniel is carrying three objects.
162,yes,$yes$,Mary is carrying one object.
163,no,$yes$,Mary is carrying two objects.
164,yes,$yes$,Daniel is carrying one object.
165,no,$no$,Daniel is carrying three objects.
166,yes,$no$,Sandra is carrying one object.
167,no,$yes$,Sandra is carrying two objects.
168,yes,$no$,Daniel is carrying no object.
169,no,$no$,Daniel is carrying two objects.
170,yes,$yes$,Sandra is carrying no object.
171,no,$yes$,Sandra is carrying three objects.
172,yes,$no$,John is carrying no object.
173,no,$no$,John is carrying three objects.
174,yes,$yes$,Mary is carrying no object.
175,no,$yes$,Mary is carrying one object.
176,yes,$no$,Daniel is carrying no object.
177,no,$yes$,Daniel is carrying three objects.
178,yes,$no$,Daniel is carrying no object.
179,no,$no$,Daniel is carrying three objects.
180,yes,$yes$,Daniel is carrying no object.
181,no,$yes$,Daniel is carrying one object.
182,yes,$yes$,Sandra is carrying two objects.
183,no,$yes$,Sandra is carrying no object.
184,yes,$no$,Mary is carrying one object.
185,no,$no$,Mary is carrying no object.
186,yes,$yes$,Sandra is carrying one object.
187,no,$yes$,Sandra is carrying three objects.
188,yes,$no$,John is carrying one object.
189,no,$no$,John is carrying no object.
190,yes,$no$,John is carrying one object.
191,no,$no$,John is carrying three objects.
192,yes,John is carrying one object. $no$,John is carrying one object.
193,no,John is carrying no object. $no$,John is carrying no object.
194,yes,$no$,Mary is carrying one object.
195,no,$no$,Mary is carrying two objects.
196,yes,$yes$,Daniel is carrying no object.
197,no,$yes$,Daniel is carrying three objects.
198,yes,$yes$,John is carrying one object.
199,no,$yes$,John is carrying three objects.
