,target,output,question
80,yes,The kitchen is west of the bedroom. $no$,To the west of the bathroom is the bedroom.
81,no,The kitchen is west of the bedroom. $no$,To the west of the bathroom is the garden.
82,yes,$yes$,To the west of the fice is the garden.
83,no,$no$,To the west of the fice is the kitchen.
84,yes,$no$,To the west of the hallway is the bathroom.
85,no,$yes$,To the west of the hallway is the hallway.
86,yes,$yes$,To the north of the kitchen is the hallway.
87,no,$yes$,To the north of the kitchen is the bedroom.
88,yes,$yes$,To the north of the hallway is the bathroom.
89,no,$yes$,To the north of the hallway is the hallway.
90,yes,$yes$,To the south of the bedroom is the office.
91,no,$yes$,To the south of the bedroom is the garden.
92,yes,$yes$,To the west of the fice is the kitchen.
93,no,"Statement: To the west of the fice is the hallway.

Answer: $no$",To the west of the fice is the hallway.
94,yes,$yes$,To the south of the fice is the bedroom.
95,no,$yes$,To the south of the fice is the garden.
96,yes,$yes$,To the east of the kitchen is the office.
97,no,$yes$,To the east of the kitchen is the bathroom.
98,yes,$yes$,To the south of the bathroom is the hallway.
99,no,$yes$,To the south of the bathroom is the office.
100,yes,The bathroom is west of the hallway. $no$,To the east of the bathroom is the hallway.
101,no,The bathroom is west of the hallway. $no$,To the east of the bathroom is the bathroom.
102,yes,$yes$,To the south of the fice is the bathroom.
103,no,"Statement: To the south of the fice is the garden.
Answer: $yes$",To the south of the fice is the garden.
104,yes,"Statement: The office is east of the hallway.
Answer: $no$",To the east of the hallway is the office.
105,no,$yes$,To the east of the hallway is the hallway.
106,yes,$yes$,To the south of the bedroom is the kitchen.
107,no,$yes$,To the south of the bedroom is the hallway.
108,yes,$yes$,To the west of the hallway is the kitchen.
109,no,$no$,To the west of the hallway is the bathroom.
110,yes,$yes$,To the east of the bedroom is the bathroom.
111,no,$yes$,To the east of the bedroom is the office.
112,yes,$yes$,To the south of the kitchen is the bedroom.
113,no,$yes$,To the south of the kitchen is the garden.
114,yes,$yes$,To the west of the kitchen is the office.
115,no,$no$,To the west of the kitchen is the bathroom.
116,yes,$yes$,To the south of the hallway is the kitchen.
117,no,$yes$,To the south of the hallway is the bathroom.
118,yes,$yes$,To the east of the bedroom is the office.
119,no,$yes$,To the east of the bedroom is the hallway.
120,yes,$yes$,To the east of the kitchen is the bathroom.
121,no,$yes$,To the east of the kitchen is the garden.
122,yes,$no$,To the south of the bathroom is the kitchen.
123,no,$yes$,To the south of the bathroom is the hallway.
124,yes,$yes$,To the north of the kitchen is the bedroom.
125,no,"Statement: To the north of the kitchen is the bedroom.

Answer: $yes$",To the north of the kitchen is the hallway.
126,yes,$no$,To the east of the garden is the kitchen.
127,no,$no$,To the east of the garden is the bathroom.
128,yes,$yes$,To the south of the hallway is the kitchen.
129,no,$yes$,To the south of the hallway is the office.
130,yes,$yes$,To the east of the garden is the kitchen.
131,no,$yes$,To the east of the garden is the office.
132,yes,"Statement: The hallway is north of the garden.
Answer: $yes$",To the north of the garden is the hallway.
133,no,"Statement: To the north of the garden is the bedroom.
Answer: $yes$",To the north of the garden is the bathroom.
134,yes,$yes$,To the south of the bedroom is the garden.
135,no,$yes$,To the south of the bedroom is the hallway.
136,yes,"Statement: The garden is north of the hallway.
Answer: $yes$",To the south of the hallway is the garden.
137,no,$yes$,To the south of the hallway is the bedroom.
138,yes,$yes$,To the west of the kitchen is the office.
139,no,$yes$,To the west of the kitchen is the bedroom.
140,yes,$yes$,To the east of the fice is the bedroom.
141,no,$yes$,To the east of the fice is the bathroom.
142,yes,$yes$,To the south of the kitchen is the hallway.
143,no,$yes$,To the south of the kitchen is the garden.
144,yes,$yes$,To the east of the garden is the bedroom.
145,no,$yes$,To the east of the garden is the office.
146,yes,$no$,To the west of the kitchen is the bedroom.
147,no,$yes$,To the west of the kitchen is the hallway.
148,yes,$yes$,To the west of the fice is the kitchen.
149,no,$yes$,To the west of the fice is the bedroom.
150,yes,$yes$,To the west of the bedroom is the bathroom.
151,no,$yes$,To the west of the bedroom is the hallway.
152,yes,$yes$,To the south of the bathroom is the office.
153,no,$yes$,To the south of the bathroom is the kitchen.
154,yes,$yes$,To the north of the garden is the hallway.
155,no,$yes$,To the north of the garden is the bathroom.
156,yes,$no$,To the west of the bedroom is the bathroom.
157,no,$no$,To the west of the bedroom is the kitchen.
158,yes,$yes$,To the north of the bedroom is the kitchen.
159,no,$yes$,To the north of the bedroom is the bathroom.
160,yes,$yes$,To the east of the kitchen is the bedroom.
161,no,$yes$,To the east of the kitchen is the bathroom.
162,yes,$no$,To the east of the bathroom is the garden.
163,no,$no$,To the east of the bathroom is the hallway.
164,yes,$yes$,To the west of the garden is the hallway.
165,no,$yes$,To the west of the garden is the bedroom.
166,yes,$yes$,To the north of the fice is the kitchen.
167,no,$yes$,To the north of the fice is the office.
168,yes,$yes$,To the east of the bathroom is the bedroom.
169,no,$yes$,To the east of the bathroom is the garden.
170,yes,$yes$,To the east of the garden is the kitchen.
171,no,$yes$,To the east of the garden is the office.
172,yes,$yes$,To the west of the hallway is the kitchen.
173,no,$yes$,To the west of the hallway is the hallway.
174,yes,$no$,To the east of the garden is the bathroom.
175,no,$yes$,To the east of the garden is the hallway.
176,yes,$yes$,To the north of the fice is the hallway.
177,no,$yes$,To the north of the fice is the office.
178,yes,$yes$,To the east of the fice is the bathroom.
179,no,$yes$,To the east of the fice is the bedroom.
180,yes,$yes$,To the north of the garden is the bathroom.
181,no,$yes$,To the north of the garden is the garden.
182,yes,$yes$,To the east of the bedroom is the hallway.
183,no,$no$,To the east of the bedroom is the office.
184,yes,$yes$,To the south of the hallway is the kitchen.
185,no,$yes$,To the south of the hallway is the garden.
186,yes,$yes$,To the north of the garden is the hallway.
187,no,$yes$,To the north of the garden is the office.
188,yes,$yes$,To the west of the bathroom is the kitchen.
189,no,$yes$,To the west of the bathroom is the garden.
190,yes,$yes$,To the north of the garden is the bathroom.
191,no,$yes$,To the north of the garden is the kitchen.
192,yes,$yes$,To the south of the bedroom is the bathroom.
193,no,$yes$,To the south of the bedroom is the bedroom.
194,yes,$yes$,To the west of the bedroom is the bathroom.
195,no,$yes$,To the west of the bedroom is the office.
196,yes,$yes$,To the south of the hallway is the bedroom.
197,no,$yes$,To the south of the hallway is the garden.
198,yes,$yes$,To the north of the bedroom is the kitchen.
199,no,$yes$,To the north of the bedroom is the bedroom.
