,target,output,question
72,yes,yes,The milk is in the office.
73,no,yes,The milk is in the bedroom.
74,yes,$yes$,The milk is in the hallway.
75,no,$yes$,The milk is in the office.
76,yes,$no$,The milk is in the bathroom.
77,no,$yes$,The milk is in the office.
78,yes,$yes$,The milk is in the bathroom.
79,no,$yes$,The milk is in the hallway.
80,yes,yes,The football is in the bathroom.
81,no,yes,The football is in the office.
82,yes,yes,The football is in the hallway.
83,no,yes,The football is in the bedroom.
84,yes,yes,The apple is in the garden.
85,no,yes,The apple is in the bedroom.
86,yes,The apple is in the bedroom.,The apple is in the bedroom.
87,no,The apple is in the bathroom.,The apple is in the bathroom.
88,yes,$yes$,The milk is in the kitchen.
89,no,$yes$,The milk is in the bathroom.
90,yes,yes,The milk is in the bedroom.
91,no,yes,The milk is in the office.
92,yes,$yes$,The apple is in the hallway.
93,no,$yes$,The apple is in the office.
94,yes,yes,The milk is in the garden.
95,no,$no$,The milk is in the bedroom.
96,yes,yes,The football is in the kitchen.
97,no,yes,The football is in the bedroom.
98,yes,$yes$,The football is in the bathroom.
99,no,$yes$,The football is in the office.
100,yes,yes,The milk is in the garden.
101,no,yes,The milk is in the bedroom.
102,yes,yes,The apple is in the bedroom.
103,no,$yes$,The apple is in the office.
104,yes,$yes$,The milk is in the hallway.
105,no,$yes$,The milk is in the office.
106,yes,$yes$,The milk is in the hallway.
107,no,$yes$,The milk is in the garden.
108,yes,The milk is in the office.,The milk is in the office.
109,no,The milk is in the hallway.,The milk is in the hallway.
110,yes,yes,The apple is in the kitchen.
111,no,yes,The apple is in the office.
112,yes,yes,The milk is in the bathroom.
113,no,yes,The milk is in the bedroom.
114,yes,$yes$,The milk is in the bathroom.
115,no,yes,The milk is in the office.
116,yes,yes,The football is in the office.
117,no,yes,The football is in the bathroom.
118,yes,yes,The football is in the garden.
119,no,yes,The football is in the bathroom.
120,yes,$yes$,The apple is in the kitchen.
121,no,$yes$,The apple is in the bedroom.
122,yes,yes,The apple is in the bathroom.
123,no,yes,The apple is in the hallway.
124,yes,yes,The football is in the garden.
125,no,yes,The football is in the kitchen.
126,yes,yes,The milk is in the bathroom.
127,no,yes,The milk is in the hallway.
128,yes,yes,The milk is in the bathroom.
129,no,yes,The milk is in the kitchen.
130,yes,yes,The milk is in the hallway.
131,no,yes,The milk is in the bathroom.
132,yes,yes,The football is in the bedroom.
133,no,yes,The football is in the office.
134,yes,yes,The football is in the garden.
135,no,yes,The football is in the bedroom.
136,yes,$yes$,The football is in the bedroom.
137,no,$yes$,The football is in the bathroom.
138,yes,$yes$,The apple is in the bathroom.
139,no,$yes$,The apple is in the hallway.
140,yes,$yes$,The milk is in the garden.
141,no,$yes$,The milk is in the kitchen.
142,yes,yes,The milk is in the office.
143,no,yes,The milk is in the garden.
144,yes,$yes$,The football is in the office.
145,no,$yes$,The football is in the garden.
146,yes,$yes$,The football is in the hallway.
147,no,$yes$,The football is in the kitchen.
148,yes,$yes$,The football is in the garden.
149,no,$yes$,The football is in the kitchen.
150,yes,$yes$,The milk is in the office.
151,no,$yes$,The milk is in the bedroom.
152,yes,yes,The football is in the kitchen.
153,no,yes,The football is in the hallway.
154,yes,$yes$,The milk is in the office.
155,no,$yes$,The milk is in the bedroom.
156,yes,yes,The apple is in the kitchen.
157,no,yes,The apple is in the bedroom.
158,yes,yes,The football is in the kitchen.
159,no,yes,The football is in the hallway.
160,yes,yes,The football is in the office.
161,no,yes,The football is in the kitchen.
162,yes,$yes$,The apple is in the kitchen.
163,no,$yes$,The apple is in the office.
164,yes,yes,The apple is in the office.
165,no,yes,The apple is in the hallway.
166,yes,$yes$,The football is in the bathroom.
167,no,$yes$,The football is in the office.
168,yes,$yes$,The football is in the bathroom.
169,no,$yes$,The football is in the bedroom.
170,yes,yes,The milk is in the office.
171,no,yes,The milk is in the bedroom.
172,yes,yes,The apple is in the bathroom.
173,no,yes,The apple is in the bedroom.
174,yes,yes,The milk is in the bedroom.
175,no,yes,The milk is in the kitchen.
176,yes,$yes$,The apple is in the hallway.
177,no,$yes$,The apple is in the kitchen.
178,yes,yes,The milk is in the bedroom.
179,no,yes,The milk is in the kitchen.
180,yes,yes,The apple is in the bedroom.
181,no,yes,The apple is in the garden.
182,yes,$yes$,The football is in the bathroom.
183,no,$yes$,The football is in the hallway.
184,yes,yes,The football is in the bedroom.
185,no,yes,The football is in the garden.
186,yes,yes,The football is in the bedroom.
187,no,yes,The football is in the office.
188,yes,yes,The apple is in the bedroom.
189,no,yes,The apple is in the bathroom.
190,yes,$no$,The football is in the kitchen.
191,no,$no$,The football is in the office.
192,yes,$no$,The milk is in the garden.
193,no,$no$,The milk is in the office.
194,yes,yes,The milk is in the office.
195,no,yes,The milk is in the hallway.
196,yes,$yes$,The milk is in the bedroom.
197,no,$yes$,The milk is in the office.
198,yes,yes,The apple is in the kitchen.
199,no,yes,The apple is in the bedroom.
