,target,output,question
66,yes,$yes$,The football is in the kitchen.
67,no,$yes$,The football is in the bedroom.
68,yes,$no$,The milk is in the hallway.
69,no,$no$,The milk is in the bathroom.
70,yes,$yes$,The apple is in the kitchen.
71,no,$yes$,The apple is in the hallway.
72,yes,$yes$,The milk is in the office.
73,no,$yes$,The milk is in the hallway.
74,yes,$yes$,The milk is in the hallway.
75,no,$no$,The milk is in the garden.
76,yes,$no$,The milk is in the bathroom.
77,no,$yes$,The milk is in the office.
78,yes,$no$,The milk is in the bathroom.
79,no,$no$,The milk is in the bedroom.
80,yes,$no$,The football is in the bathroom.
81,no,$no$,The football is in the kitchen.
82,yes,$yes$,The football is in the hallway.
83,no,$no$,The football is in the bathroom.
84,yes,$yes$,The apple is in the garden.
85,no,$yes$,The apple is in the office.
86,yes,$no$,The apple is in the bedroom.
87,no,$no$,The apple is in the hallway.
88,yes,$no$,The milk is in the kitchen.
89,no,$no$,The milk is in the bathroom.
90,yes,$no$,The milk is in the bedroom.
91,no,$no$,The milk is in the garden.
92,yes,$yes$,The apple is in the hallway.
93,no,$yes$,The apple is in the bathroom.
94,yes,$no$,The milk is in the garden.
95,no,$no$,The milk is in the bedroom.
96,yes,$no$,The football is in the kitchen.
97,no,$no$,The football is in the bedroom.
98,yes,$yes$,The football is in the bathroom.
99,no,$yes$,The football is in the garden.
100,yes,$no$,The milk is in the garden.
101,no,$no$,The milk is in the hallway.
102,yes,$no$,The apple is in the bedroom.
103,no,$yes$,The apple is in the hallway.
104,yes,$no$,The milk is in the hallway.
105,no,$no$,The milk is in the bedroom.
106,yes,$no$,The milk is in the hallway.
107,no,$no$,The milk is in the office.
108,yes,$no$,The milk is in the office.
109,no,$no$,The milk is in the hallway.
110,yes,$yes$,The apple is in the kitchen.
111,no,$yes$,The apple is in the garden.
112,yes,$no$,The milk is in the bathroom.
113,no,$no$,The milk is in the garden.
114,yes,$yes$,The milk is in the bathroom.
115,no,$yes$,The milk is in the garden.
116,yes,$yes$,The football is in the office.
117,no,$yes$,The football is in the hallway.
118,yes,$yes$,The football is in the garden.
119,no,$no$,The football is in the office.
120,yes,$yes$,The apple is in the kitchen.
121,no,$yes$,The apple is in the garden.
122,yes,$no$,The apple is in the bathroom.
123,no,$yes$,The apple is in the garden.
124,yes,$no$,The football is in the garden.
125,no,$no$,The football is in the kitchen.
126,yes,$yes$,The milk is in the bathroom.
127,no,$yes$,The milk is in the garden.
128,yes,$no$,The milk is in the bathroom.
129,no,$no$,The milk is in the garden.
130,yes,$yes$,The milk is in the hallway.
131,no,$yes$,The milk is in the kitchen.
132,yes,$no$,The football is in the bedroom.
133,no,$no$,The football is in the office.
134,yes,$no$,The football is in the garden.
135,no,$no$,The football is in the bathroom.
136,yes,$no$,The football is in the bedroom.
137,no,$yes$,The football is in the hallway.
138,yes,$no$,The apple is in the bathroom.
139,no,$no$,The apple is in the kitchen.
140,yes,$yes$,The milk is in the garden.
141,no,$yes$,The milk is in the kitchen.
142,yes,$no$,The milk is in the office.
143,no,$no$,The milk is in the hallway.
144,yes,$yes$,The football is in the office.
145,no,$yes$,The football is in the bedroom.
146,yes,$no$,The football is in the hallway.
147,no,$no$,The football is in the bathroom.
148,yes,$yes$,The football is in the garden.
149,no,$no$,The football is in the bedroom.
150,yes,$no$,The milk is in the office.
151,no,$no$,The milk is in the bedroom.
152,yes,$no$,The football is in the kitchen.
153,no,$no$,The football is in the bathroom.
154,yes,$no$,The milk is in the office.
155,no,$no$,The milk is in the bathroom.
156,yes,$yes$,The apple is in the kitchen.
157,no,$yes$,The apple is in the office.
158,yes,$no$,The football is in the kitchen.
159,no,$no$,The football is in the bathroom.
160,yes,$yes$,The football is in the office.
161,no,$yes$,The football is in the garden.
162,yes,$yes$,The apple is in the kitchen.
163,no,$yes$,The apple is in the hallway.
164,yes,$no$,The apple is in the office.
165,no,$yes$,The apple is in the kitchen.
166,yes,$yes$,The football is in the bathroom.
167,no,$yes$,The football is in the kitchen.
168,yes,$no$,The football is in the bathroom.
169,no,$no$,The football is in the kitchen.
170,yes,$no$,The milk is in the office.
171,no,$no$,The milk is in the hallway.
172,yes,$yes$,The apple is in the bathroom.
173,no,$yes$,The apple is in the garden.
174,yes,$no$,The milk is in the bedroom.
175,no,$no$,The milk is in the hallway.
176,yes,$yes$,The apple is in the hallway.
177,no,$yes$,The apple is in the bathroom.
178,yes,$yes$,The milk is in the bedroom.
179,no,$yes$,The milk is in the office.
180,yes,$yes$,The apple is in the bedroom.
181,no,$yes$,The apple is in the kitchen.
182,yes,$no$,The football is in the bathroom.
183,no,$yes$,The football is in the garden.
184,yes,$no$,The football is in the bedroom.
185,no,$no$,The football is in the bathroom.
186,yes,$no$,The football is in the bedroom.
187,no,$no$,The football is in the bathroom.
188,yes,$yes$,The apple is in the bedroom.
189,no,$yes$,The apple is in the office.
190,yes,$no$,The football is in the kitchen.
191,no,$no$,The football is in the hallway.
192,yes,$no$,The milk is in the garden.
193,no,$yes$,The milk is in the kitchen.
194,yes,$yes$,The milk is in the office.
195,no,$no$,The milk is in the bathroom.
196,yes,$yes$,The milk is in the bedroom.
197,no,$yes$,The milk is in the kitchen.
198,yes,$yes$,The apple is in the kitchen.
199,no,$no$,The apple is in the office.
